year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,NE,227875.0,272152.0,278396.0,99140.0,218110.0,258176.0,281307.0,136968.0,1772124.0,877563.0,894561.0,1571458.0,72806.0,14966.0,28375.0,1931.0,702637.0,
2010,NE,230970.0,269651.0,287237.0,102700.0,222361.0,259643.0,288477.0,138086.0,1799125.0,890558.0,908567.0,1587857.0,77986.0,15651.0,29624.0,1209.0,711771.0,0400000US31
2011,NE,232450.0,271689.0,289560.0,104615.0,222792.0,261974.0,290598.0,139383.0,1813061.0,898314.0,914747.0,1600661.0,79828.0,15858.0,30637.0,1263.0,715703.0,0400000US31
2012,NE,233894.0,274720.0,290662.0,106867.0,224031.0,263954.0,292502.0,140676.0,1827306.0,906143.0,921163.0,1612538.0,82341.0,16461.0,32302.0,1075.0,721026.0,0400000US31
2013,NE,234960.0,276756.0,291922.0,109840.0,225156.0,266420.0,293826.0,142745.0,1841625.0,913478.0,928147.0,1624312.0,84228.0,16408.0,34144.0,1254.0,725787.0,0400000US31
2014,NE,236970.0,278787.0,293258.0,112582.0,225683.0,268537.0,294719.0,145081.0,1855617.0,921597.0,934020.0,1637794.0,86423.0,16163.0,35696.0,1150.0,731347.0,0400000US31
2015,NE,238663.0,282922.0,291954.0,116067.0,226294.0,271735.0,293735.0,147995.0,1869365.0,929606.0,939759.0,1647551.0,88195.0,16319.0,38066.0,1280.0,736613.0,0400000US31
2016,NE,239796.0,285077.0,291137.0,119925.0,227805.0,273332.0,292614.0,151573.0,1881259.0,935935.0,945324.0,1655708.0,88388.0,15739.0,39794.0,1305.0,741581.0,0400000US31
2017,NE,240964.0,287841.0,291082.0,123660.0,228855.0,275121.0,291460.0,154938.0,1893921.0,943547.0,950374.0,1663612.0,89718.0,16012.0,42208.0,1524.0,748405.0,0400000US31
2018,NE,242621.0,289900.0,289765.0,127624.0,229897.0,277460.0,289037.0,158456.0,1904760.0,949910.0,954850.0,1666463.0,90860.0,17282.0,44105.0,1392.0,754063.0,0400000US31
2019,NE,243338.0,291638.0,288328.0,131646.0,230769.0,279876.0,286553.0,162423.0,1914571.0,954950.0,959621.0,1666871.0,92406.0,17673.0,45655.0,1327.0,759176.0,0400000US31
2020,NE,244003.0,292340.0,287699.0,135635.0,231100.0,280693.0,285960.0,166396.0,1923826.0,959677.0,964149.0,1641256.0,91896.0,16875.0,47944.0,1235.0,766663.0,0400000US31
