year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,NV,338517.0,412829.0,410389.0,134155.0,320043.0,376527.0,400987.0,152316.0,2545763.0,1295890.0,1249873.0,1909349.0,190093.0,30501.0,157280.0,12409.0,944178.0,
2010,NV,336986.0,420819.0,430712.0,143108.0,320126.0,397803.0,423846.0,159931.0,2633331.0,1331625.0,1301706.0,1938033.0,207567.0,28403.0,183979.0,15526.0,979621.0,0400000US32
2011,NV,339567.0,423881.0,438615.0,148871.0,322552.0,402477.0,430761.0,166672.0,2673396.0,1350934.0,1322462.0,1960913.0,214360.0,29344.0,190079.0,16391.0,986741.0,0400000US32
2012,NV,339884.0,425632.0,444428.0,155552.0,323739.0,402743.0,438387.0,173839.0,2704204.0,1365496.0,1338708.0,1970074.0,218305.0,30061.0,196245.0,16472.0,992896.0,0400000US32
2013,NV,338701.0,426430.0,449020.0,162987.0,323369.0,403845.0,443639.0,182075.0,2730066.0,1377138.0,1352928.0,1948808.0,224424.0,29446.0,202157.0,16841.0,999016.0,0400000US32
2014,NV,338117.0,427008.0,454570.0,171226.0,322983.0,406569.0,450154.0,190957.0,2761584.0,1390921.0,1370663.0,1935379.0,229638.0,30155.0,207610.0,17207.0,1005958.0,0400000US32
2015,NV,338206.0,430271.0,459430.0,179828.0,323374.0,410791.0,455858.0,200878.0,2798636.0,1407735.0,1390901.0,1929661.0,235721.0,31393.0,214846.0,17942.0,1016709.0,0400000US32
2016,NV,339689.0,432704.0,464578.0,189351.0,324943.0,415384.0,461019.0,211504.0,2839172.0,1426322.0,1412850.0,1933057.0,243552.0,31927.0,222612.0,18334.0,1030701.0,0400000US32
2017,NV,342454.0,439462.0,468966.0,199209.0,327548.0,422043.0,466922.0,221121.0,2887725.0,1450091.0,1437634.0,1936453.0,253013.0,32426.0,232502.0,19019.0,1052249.0,0400000US32
2018,NV,344624.0,442465.0,472639.0,207437.0,329852.0,424603.0,470615.0,230614.0,2922849.0,1467165.0,1455684.0,1935103.0,261123.0,35845.0,234693.0,19352.0,1075930.0,0400000US32
2019,NV,347844.0,450422.0,476944.0,216084.0,333198.0,431403.0,475390.0,241097.0,2972382.0,1491294.0,1481088.0,1949707.0,271005.0,38026.0,242267.0,20022.0,1098602.0,0400000US32
2020,NV,351271.0,460663.0,482560.0,225702.0,336242.0,438254.0,483271.0,252318.0,3030281.0,1520196.0,1510085.0,1881048.0,282722.0,37715.0,252314.0,21398.0,1130011.0,0400000US32
