,count,avgTemp,minTemp,maxTemp,precipitation,zindex
2010-01,-0.7035428711949746,-1.7897589568062018,-1.7858349117323826,-1.8969274000346268,1.0724014247772098,1.2106830041071555
2010-02,-0.7035428711949746,-1.7680128833754156,-1.7053155463252219,-1.9466001419110595,-0.2851645042818482,-0.060567776043865075
2010-03,-0.7035428711949746,-1.0209454960322109,-1.0075717677690508,-1.3814315527877992,-0.21541688489609906,-0.36491243520009037
2010-04,-0.7035428711949746,-0.03688370679318277,-0.2589076916708487,-0.20608983016096152,-1.1249797166096667,-0.8924153960847451
2010-05,-0.7035428711949746,0.7240476956904359,0.7290818094897585,0.7755665111867528,0.6274516496633187,0.6578285293819985
2010-06,-0.7035428711949746,1.3660694061161682,1.3180879583892018,1.5164055586303156,0.1420011719539306,-0.10044401825428702
2010-07,1.2884339094618547,1.4721010681079512,1.427740290107401,1.3813269959811068,-0.19657020418784404,-1.3819913577767702
2010-08,0.5952720979279856,1.4721010681079512,1.5294794094957658,1.2817672275281606,0.6274516496633187,-0.31684399606063113
2010-09,0.5952720979279856,0.9732054117190766,0.8235060124304775,1.0870915854794179,-0.4806618410282896,-0.6441975444442017
2010-10,-0.7035428711949746,-0.012311568618877456,-0.23509786131509305,0.1993756380523458,-1.832014529331237,-0.8723885980446898
2010-11,-0.7035428711949746,-0.8120057483865669,-0.943651708614578,-0.734540133409228,-1.3402898156083234,-0.5934147636055939
2010-12,-0.7035428711949746,-1.926563983949244,-1.987434804317394,-1.9675029288728108,-1.193254052950576,-0.9461905201955999
2011-01,-0.7035428711949746,-1.7897589568062018,-1.7858349117323826,-1.7246508157385834,-0.44093130905085454,-0.44402458909916875
2011-02,-0.7035428711949746,-1.0975616981818028,-1.1195266663008605,-1.1090470691948557,-0.20284414439410217,-0.33481520064050313
2011-03,-0.7035428711949746,-0.5763339693825897,-0.6007410955137698,-0.49653399855209596,1.034766923716994,0.45963321922667755
2011-04,-0.7035428711949746,0.06985115397595253,-0.10026963862949777,0.3517478292250166,-0.7750582036552555,-0.7083855786718424
2011-05,-0.7035428711949746,0.5287090854385325,0.3348685644016097,0.8060017723324846,-2.121587530975843,-1.7441917368885673
2011-06,-0.7035428711949746,1.3748851032771303,1.1691277221861565,1.550594743386719,-0.2469944568795137,-1.2518889064931618
2011-07,1.2884339094618547,1.4455434362587407,1.4199109885581873,1.2982570307394838,0.29671053103624456,-1.2447489956400701
2011-08,2.1343894298222574,1.4721010681079512,1.325923285576593,1.5334790871161053,-1.065015877785318,-2.8135761614776666
2011-09,0.5952720979279856,0.7240476956904359,0.7290818094897585,0.898258395256438,-0.10344479262018597,-0.11763561995391461
2011-10,0.5952720979279856,-0.27257890810775165,-0.35419737790614475,-0.24349532067653742,-0.9543839660476451,0.00702693486920575
2011-11,-0.7035428711949746,-0.7024833143485081,-0.7760461566470246,-0.7125065371013701,-0.7821127597975277,-0.19868100689989668
2011-12,-0.7035428711949746,-1.0822718923249546,-1.0715311376013674,-1.0991976696860877,-0.5073278483133997,-0.6890456962109948
2012-01,-0.7035428711949746,-1.1813557972195678,-1.2476248879741059,-1.234291567089735,-0.6359822794171518,-0.8391774227368869
2012-02,-0.7035428711949746,-0.9670660799203887,-0.943651708614578,-1.0091508697579092,-0.7189698207630292,-0.9664961663970643
2012-03,-0.7035428711949746,-0.012311568618877456,-0.028954186018486462,-0.16836555068941925,0.12447933266750602,-0.9868787685043532
2012-04,-0.7035428711949746,0.05338720018089922,-0.04479825311332167,0.038276904247654155,-1.7386058281180303,-1.5527091531819983
2012-05,0.5952720979279856,0.7155128073801625,0.6739680240895458,0.7755665111867528,-0.024202319842047675,-0.123379804811259
2012-06,0.5952720979279856,0.8955409850375557,0.8785540461150052,0.7302091871287577,0.40244737131517133,0.48490173662105845
2012-07,2.1462092070001435,1.4721010681079512,1.4120812257808628,1.2817672275281606,0.24003040885155297,-0.8723885980446898
2012-08,2.146389973544598,1.112025870823818,1.2161861403225465,1.007706757954955,1.164947748640291,0.9162448070550373
2012-09,2.0915439911440843,0.7582252098186157,0.7763028095040297,0.7604080511872666,-0.7259471989195634,-0.35887841034492496
2012-10,0.5952720979279856,-0.02050621967446879,0.01064649588970674,-0.040296219455058645,-1.4752852111178019,-0.42565686322371254
2012-11,0.5952720979279856,-0.9824809956558243,-1.0955261050750207,-1.0794057709216494,-2.1939749023945443,-1.0553816353472274
2012-12,-0.7035428711949746,-1.0209454960322109,-0.9356644485871458,-1.1090470691948557,0.5110582621079236,0.1556687250033684
2013-01,-0.7035428711949746,-0.9901822184295531,-0.9276777969272968,-0.9785701439257415,-0.44753081503086556,-0.6441975444442017
2013-02,-0.7035428711949746,-1.2721864887222212,-1.2476248879741059,-1.1090470691948557,2.448682737346489,2.3928962898539186
2013-03,-0.7035428711949746,-1.166158314910073,-1.2075768770235988,-1.2531031257939365,-0.024202319842047675,-0.10044401825428702
2013-04,-0.7035428711949746,-0.16733495349015098,-0.20335920694899873,-0.07909402549534068,0.5960213511338169,0.7630939402609285
2013-05,-0.7035428711949746,0.28530452847720045,0.3032761426026668,0.2542595225402443,-0.15288325527237476,0.4189027047907504
