,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.0050579,0.00024008499,0.021016095
2010-02,0.0050579,0.00024008499,0.021016095
2010-03,0.0050579,0.00024008499,0.021016095
2010-04,0.0050579,0.00024008499,0.022059768
2010-05,0.0050579,0.00024008499,0.022059768
2010-06,0.0050579,0.00024008499,0.11053215
2010-07,0.0050579,0.00024008499,0.022059768
2010-08,0.0050579,0.00024008499,0.13108094
2010-09,0.0050579,0.00024008499,0.4050795
2010-10,0.0050579,0.00024008499,0.040478006
2010-11,0.0050579,0.00024008499,0.021016095
2010-12,0.0050579,0.00024008499,0.021016095
2011-01,0.0050579,0.08325919,0.021016095
2011-02,0.0050579,0.08325919,0.021016095
2011-03,0.0050579,0.08325919,0.021016095
2011-04,0.0050579,0.08325919,0.022059768
2011-05,0.0050579,0.08325919,0.022059768
2011-06,0.0050579,0.08325919,0.11053215
2011-07,0.0050579,0.08325919,0.022059768
2011-08,0.9911307,0.08325919,0.13108094
2011-09,0.0050579,0.08325919,0.058847267
2011-10,0.0050579,0.08325919,0.039311193
2011-11,0.0050579,0.08325919,0.021730524
2011-12,0.0050579,0.08325919,0.021016095
2012-01,0.0050579,0.08325919,0.021016095
2012-02,0.0050579,0.08325919,0.021016095
2012-03,0.0050579,0.08325919,0.021016095
2012-04,0.0050579,0.08325919,0.022059768
2012-05,0.0050579,0.08325919,0.022059768
2012-06,0.0050579,0.08325919,0.11053215
2012-07,0.0050579,0.08325919,0.022059768
2012-08,0.9911307,0.08325919,0.48993307
2012-09,0.0050579,0.08325919,0.058847267
2012-10,0.0050579,0.08325919,0.039311193
2012-11,0.0050579,0.08325919,0.021730524
2012-12,0.0050579,0.08325919,0.021016095
2013-01,0.0050579,0.08325919,0.021016095
2013-02,0.0050579,0.08325919,0.021016095
2013-03,0.0050579,0.08325919,0.021016095
2013-04,0.0050579,0.08325919,0.022059768
2013-05,0.0050579,0.08325919,0.022059768
2013-06,0.0050579,0.08325919,0.11053215
2013-07,0.0050579,0.08325919,0.022059768
2013-08,0.0050579,0.08325919,0.48993307
2013-09,0.9911307,0.08325919,0.4050795
2013-10,0.0050579,0.08325919,0.46465254
2013-11,0.0050579,0.08325919,0.021730524
2013-12,0.0050579,0.08325919,0.021730524
2014-01,0.0050579,0.00015490758,0.021016095
2014-02,0.0050579,0.00015490758,0.021016095
2014-03,0.0050579,0.00015490758,0.021016095
2014-04,0.0050579,0.00015490758,0.022059768
2014-05,0.0050579,0.00015490758,0.022059768
2014-06,0.0050579,0.00015490758,0.11053215
2014-07,0.0050579,0.00015490758,0.022059768
2014-08,0.0050579,0.00015490758,0.13108094
2014-09,0.0050579,0.00015490758,0.3487112
2014-10,0.0050579,0.00015490758,0.040478006
2014-11,0.0050579,0.00015490758,0.021016095
2014-12,0.0050579,0.00015490758,0.021016095
2015-01,0.0050579,0.00015490758,0.021016095
2015-02,0.0050579,0.00015490758,0.021016095
2015-03,0.0050579,0.00015490758,0.021016095
2015-04,0.0050579,0.00015490758,0.022059768
2015-05,0.0050579,0.00015490758,0.022059768
2015-06,0.0050579,0.00015490758,0.11053215
2015-07,0.0050579,0.00015490758,0.022059768
2015-08,0.0050579,0.00015490758,0.13108094
2015-09,0.0050579,0.00015490758,0.4050795
2015-10,0.0050579,0.00015490758,0.040478006
2015-11,0.0050579,0.00015490758,0.021016095
2015-12,0.0050579,0.00015490758,0.021016095
2016-01,0.0050579,0.16644199,0.021016095
2016-02,0.0050579,0.16644199,0.021016095
2016-03,0.0050579,0.16644199,0.021016095
2016-04,0.0050579,0.16644199,0.022059768
2016-05,0.0050579,0.16644199,0.022059768
2016-06,0.9911307,0.16644199,0.11053215
2016-07,0.9911307,0.16644199,0.8841915
2016-08,0.0050579,0.16644199,0.062686495
2016-09,0.0050579,0.16644199,0.079159975
2016-10,0.0050579,0.16644199,0.039311193
2016-11,0.0050579,0.16644199,0.021016095
2016-12,0.0050579,0.16644199,0.021016095
2017-01,0.0050579,0.16638716,0.021016095
