year,month,tavg,tmax,tmin,pcp,zndx
2000,1,19.2,28.9,9.5,3.3,0.88
2000,2,25.9,35.4,16.5,2.88,0.6
2000,3,37.9,48.4,27.5,3.03,-0.88
2000,4,42.6,52.2,33.0,5.16,3.37
2000,5,56.4,67.1,45.8,5.8,2.64
2000,6,63.5,73.7,53.4,5.32,2.57
2000,7,64.8,75.0,54.6,4.34,1.78
2000,8,65.4,75.2,55.5,4.16,1.56
2000,9,58.3,68.9,47.7,3.69,0.83
2000,10,48.8,59.2,38.3,2.34,-0.53
2000,11,36.3,43.7,29.0,2.74,-0.57
2000,12,19.4,27.9,11.0,3.48,0.49
2001,1,22.4,30.3,14.5,1.61,-1.92
2001,2,24.7,33.7,15.8,2.22,-0.61
2001,3,28.0,36.2,19.7,4.92,3.32
2001,4,44.4,56.1,32.7,1.18,-4.19
2001,5,57.0,69.0,45.0,2.94,-1.37
2001,6,64.8,75.9,53.7,4.29,0.7
2001,7,65.9,77.2,54.7,2.4,-1.55
2001,8,70.0,81.8,58.3,3.11,-2.06
2001,9,59.4,70.7,48.0,4.13,0.12
2001,10,50.1,61.0,39.3,2.36,-1.88
2001,11,43.1,52.6,33.6,2.24,-3.59
2001,12,33.4,41.0,25.8,2.74,-1.42
2002,1,29.1,36.6,21.6,2.19,-0.96
2002,2,29.1,39.5,18.6,2.3,-0.46
2002,3,33.2,42.9,23.4,3.31,0.4
2002,4,45.9,56.4,35.4,4.06,0.68
2002,5,51.3,62.3,40.3,5.34,2.9
2002,6,64.3,75.4,53.2,5.44,2.61
2002,7,70.0,81.4,58.6,2.0,-2.83
2002,8,69.0,81.0,57.0,2.63,-2.77
2002,9,63.1,74.9,51.3,4.6,0.1
2002,10,46.2,54.9,37.4,4.31,1.13
2002,11,36.0,43.0,29.1,3.84,1.13
2002,12,24.8,32.6,17.0,3.54,0.58
2003,1,14.6,23.1,6.0,2.51,-0.43
2003,2,18.3,27.7,8.9,2.52,-0.06
2003,3,31.7,43.3,20.0,2.81,-0.27
2003,4,41.3,52.0,30.5,2.65,-0.88
2003,5,53.8,64.3,43.4,4.83,1.76
2003,6,62.6,72.8,52.5,4.08,0.85
2003,7,68.1,78.6,57.6,4.53,1.52
2003,8,69.1,79.1,59.0,4.6,1.58
2003,9,60.5,70.6,50.4,5.43,2.86
2003,10,46.2,56.1,36.3,5.34,3.8
2003,11,40.5,49.1,31.9,4.3,1.27
2003,12,27.5,35.6,19.4,4.42,1.97
2004,1,12.8,21.1,4.4,2.24,-0.88
2004,2,21.6,32.2,11.0,1.49,-1.95
2004,3,34.8,44.0,25.6,2.37,-1.47
2004,4,44.1,54.4,33.8,3.8,0.6
2004,5,58.5,69.9,47.0,5.57,1.95
2004,6,62.0,73.2,50.8,2.88,-0.86
2004,7,67.3,76.7,57.9,6.08,4.01
2004,8,65.8,75.3,56.3,5.72,4.3
2004,9,61.9,72.2,51.6,5.32,2.76
2004,10,48.4,57.9,38.9,2.26,-0.58
2004,11,38.8,47.4,30.0,3.25,-0.11
2004,12,26.0,34.5,17.4,4.19,1.61
2005,1,18.6,27.5,9.8,3.9,1.87
2005,2,24.1,34.4,13.8,2.14,-0.76
2005,3,27.6,37.4,17.8,2.66,-0.53
2005,4,45.9,58.6,33.3,4.73,1.88
2005,5,51.0,62.4,39.6,1.59,-2.23
2005,6,69.1,80.4,57.7,3.62,-1.12
2005,7,71.1,81.9,60.4,4.05,-0.27
2005,8,70.1,81.0,59.2,4.24,-0.18
2005,9,63.2,74.6,51.8,3.88,-0.74
2005,10,49.7,57.6,41.8,8.29,5.87
2005,11,40.5,50.3,30.7,4.95,2.26
2005,12,23.8,30.8,16.8,2.8,-0.59
2006,1,30.1,38.7,21.4,4.07,2.15
2006,2,24.7,33.3,16.1,2.02,-0.98
2006,3,31.7,41.1,22.2,1.73,-2.11
2006,4,45.7,57.8,33.6,3.36,-0.54
2006,5,55.7,66.7,44.7,3.73,-0.09
2006,6,64.4,74.1,54.8,7.16,5.2
2006,7,71.0,81.2,60.8,5.21,2.13
2006,8,66.8,77.3,56.2,4.26,1.46
2006,9,58.1,67.2,49.0,4.44,1.9
2006,10,46.6,55.8,37.3,6.16,4.84
2006,11,42.4,50.3,34.4,3.44,-0.29
2006,12,34.4,41.9,26.9,3.31,-0.05
2007,1,25.2,33.4,17.0,3.97,1.98
2007,2,16.2,24.8,7.6,2.42,-0.24
2007,3,30.2,41.0,19.3,3.67,1.19
2007,4,41.2,50.5,31.9,4.92,3.24
