year,month,tavg,tmax,tmin,pcp,zndx
2000,1,45.8,54.9,36.6,5.09,-0.14
2000,2,47.2,56.0,38.4,6.93,3.0
2000,3,50.2,61.7,38.6,1.92,-1.61
2000,4,57.8,71.1,44.6,1.8,-0.25
2000,5,63.9,77.3,50.4,0.94,0.25
2000,6,72.2,87.0,57.3,0.31,-0.19
2000,7,73.5,88.5,58.5,0.06,-1.22
2000,8,75.0,89.8,60.1,0.27,-0.2
2000,9,69.1,83.6,54.6,0.35,-0.36
2000,10,58.4,70.2,46.5,2.2,1.91
2000,11,46.0,57.2,34.8,0.79,-1.99
2000,12,46.5,57.7,35.4,0.77,-3.76
2001,1,42.3,52.6,32.0,3.52,-1.84
2001,2,43.1,52.6,33.6,4.42,0.14
2001,3,52.6,64.3,40.9,2.21,-1.56
2001,4,52.0,64.4,39.7,1.75,0.39
2001,5,68.6,83.8,53.3,0.15,-1.72
2001,6,71.4,86.3,56.4,0.23,-1.64
2001,7,74.2,88.8,59.7,0.28,-1.2
2001,8,76.0,91.4,60.6,0.05,-1.18
2001,9,71.2,86.1,56.4,0.3,-0.68
2001,10,63.6,77.5,49.8,0.65,-1.67
2001,11,51.6,61.7,41.4,4.21,1.59
2001,12,42.8,51.2,34.4,5.25,1.78
2002,1,42.4,52.5,32.1,2.22,-1.26
2002,2,48.2,60.7,35.7,1.45,-2.18
2002,3,48.5,61.0,36.0,1.91,-1.41
2002,4,56.0,68.7,43.3,0.88,-1.38
2002,5,61.5,75.5,47.4,0.59,-0.53
2002,6,71.2,86.5,56.0,0.07,-1.32
2002,7,77.4,92.6,62.2,0.06,-1.8
2002,8,74.4,90.0,58.8,0.01,-1.56
2002,9,70.9,86.0,55.8,0.11,-1.28
2002,10,59.4,73.2,45.5,0.06,-2.26
2002,11,52.3,64.0,40.6,3.18,0.28
2002,12,44.0,52.9,35.1,8.14,4.55
2003,1,50.0,60.1,39.8,1.92,-2.24
2003,2,45.7,56.2,35.3,2.66,-0.73
2003,3,51.4,63.0,39.7,2.77,-0.69
2003,4,50.0,60.7,39.4,3.98,3.92
2003,5,62.0,75.4,48.6,1.09,0.85
2003,6,71.2,86.1,56.4,0.04,0.46
2003,7,78.7,93.8,63.5,0.22,-0.58
2003,8,75.0,89.2,60.8,0.57,0.5
