,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,25.9,17.8,40.2,3.35,-0.36,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
2010-02,0.0,29.3,22.6,38.2,4.45,1.67,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
2010-03,0.0,41.4,32.2,57.4,10.53,6.78,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
2010-04,0.0,50.6,38.5,70.0,1.6,-3.59,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844388,-0.4999999999999998
2010-05,0.0,60.3,47.9,76.6,2.74,-1.62,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
2010-06,0.0,67.6,56.9,86.8,3.35,-0.99,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
2010-07,0.0,74.1,62.8,90.5,2.95,-1.72,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000001,-0.8660254037844386
2010-08,3.0,70.1,59.3,86.4,3.86,-0.84,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004
2010-09,1.0,64.6,53.9,81.9,2.43,-2.18,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,-1.0,-1.8369701987210297e-16
2010-10,2.0,51.5,41.7,68.3,6.49,2.39,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0.0,1.0,3.0,0.0,1.3333333333333333,-2.0,3.0,-0.8660254037844386,0.5
