,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,9.7,24.8,31.0,1.86,1.52,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,-1.0,0.49999999999999994,0.8660254037844387
2010-02,0.0,9.3,27.5,32.4,1.92,1.12,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
2010-03,0.0,31.6,37.2,52.6,2.03,-0.32,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
2010-04,0.0,47.2,49.4,68.8,2.63,-0.76,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844388,-0.4999999999999998
2010-05,0.0,52.4,56.4,74.4,4.8,0.08,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
2010-06,0.0,63.1,70.0,82.4,4.12,-0.21,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
2010-07,0.0,68.8,71.9,86.0,4.46,1.73,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000001,-0.8660254037844386
2010-08,0.0,69.0,70.8,85.3,1.69,-1.0,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004
2010-09,0.0,54.6,62.9,78.5,4.13,0.34,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
2010-10,0.0,48.0,47.1,66.8,1.67,-1.47,468416.0,559355.0,576465.0,212513.0,444605.0,537630.0,597446.0,278909.0,3675339.0,1816749.0,1858590.0,2720135.0,267179.0,259809.0,61581.0,3967.0,1421705.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5
