,count,avgTemp,minTemp,maxTemp,precipitation,zindex
2010-01,0.0,21.3,15.1,34.0,0.95,-1.61
2010-02,0.0,23.1,15.8,36.0,1.04,-1.0
2010-03,0.0,37.6,25.9,50.6,0.73,-3.74
2010-04,0.0,49.0,36.3,62.7,2.09,-2.51
2010-05,0.0,58.3,46.4,72.7,3.52,-0.15
2010-06,0.0,64.9,54.7,78.3,5.89,4.26
2010-07,0.0,71.4,60.4,85.3,4.16,2.43
2010-08,12.0,70.7,60.1,80.8,2.37,-1.71
2010-09,11.0,58.1,47.9,75.3,4.88,2.45
2010-10,2.0,49.9,38.8,61.2,2.01,-0.62
2010-11,0.0,37.8,29.0,49.8,2.15,-0.67
2010-12,0.0,22.8,17.0,35.5,1.43,-0.66
2011-01,0.0,16.9,9.6,31.7,1.43,-0.61
2011-02,0.0,21.3,12.8,36.6,1.53,0.07
2011-03,0.0,28.8,19.4,44.6,2.21,0.47
2011-04,0.0,42.0,32.0,57.4,5.44,5.4
2011-05,0.0,55.0,44.3,68.2,4.26,1.86
2011-06,0.0,64.2,52.9,75.6,3.65,0.42
2011-07,1.0,72.7,60.9,84.0,2.99,-0.11
2011-08,15.0,68.3,57.0,79.7,3.16,-0.71
2011-09,15.0,58.7,48.2,73.9,3.72,0.2
2011-10,1.0,49.7,39.4,61.5,3.37,0.64
2011-11,0.0,39.9,31.8,55.9,3.19,0.52
2011-12,0.0,29.9,23.5,45.0,1.87,0.17
2012-01,0.0,25.1,17.4,39.1,2.22,1.04
2012-02,0.0,28.4,20.7,43.1,1.31,-0.41
2012-03,0.0,44.7,34.1,54.5,2.59,-1.49
2012-04,0.0,43.9,32.0,60.7,1.89,-1.72
2012-05,0.0,59.0,46.0,70.2,3.0,-1.21
2012-06,0.0,66.5,53.9,75.3,3.0,-1.27
2012-07,19.0,73.5,61.0,84.2,3.59,-0.09
2012-08,101.0,67.5,55.7,82.4,2.73,-1.61
2012-09,19.0,58.4,46.3,72.4,2.57,-1.88
2012-10,2.0,47.5,38.2,62.4,4.66,2.27
2012-11,0.0,36.2,28.4,47.7,0.99,-2.69
2012-12,0.0,30.4,24.3,42.1,2.45,0.33
2013-01,0.0,23.0,15.3,36.3,3.3,3.29
2013-02,0.0,20.9,12.9,36.0,2.28,1.71
2013-03,0.0,27.8,19.5,43.2,1.36,-1.29
2013-04,0.0,39.5,30.0,57.6,5.72,6.48
2013-05,0.0,56.5,43.9,70.1,3.59,0.37
2013-06,0.0,63.8,52.6,77.4,3.68,0.55
2013-07,1.0,68.8,57.7,84.2,3.54,1.54
2013-08,11.0,66.6,55.0,78.9,3.0,-0.23
2013-09,9.0,59.5,47.9,72.3,1.92,-2.63
2013-10,3.0,48.8,39.1,62.9,3.82,1.21
2013-11,0.0,34.2,27.2,48.7,3.83,2.51
2013-12,0.0,19.3,12.2,37.6,2.19,0.78
2014-01,0.0,12.3,4.2,32.3,2.21,1.02
2014-02,0.0,12.7,3.3,33.9,1.58,0.18
2014-03,0.0,21.0,9.6,39.7,1.39,-1.22
2014-04,0.0,41.2,30.2,57.2,3.82,2.52
2014-05,0.0,54.6,43.1,68.2,3.53,0.68
2014-06,0.0,65.2,54.0,77.4,3.82,0.52
2014-07,0.0,64.8,53.6,81.4,3.46,1.98
2014-08,1.0,66.0,55.4,78.2,3.56,1.09
2014-09,0.0,58.8,47.6,73.7,3.92,1.14
2014-10,0.0,47.5,39.0,62.2,4.09,3.04
2014-11,0.0,30.3,23.6,47.6,3.51,3.67
2014-12,0.0,28.2,22.1,41.2,1.77,-0.02
2015-01,0.0,16.6,8.5,31.3,1.28,-0.92
2015-02,0.0,8.0,-2.6,26.0,0.97,-1.16
2015-03,0.0,28.6,17.9,39.6,0.87,-2.3
2015-04,0.0,43.2,31.8,56.4,2.46,-0.49
2015-05,0.0,57.2,45.1,75.3,4.14,1.18
2015-06,0.0,62.5,51.2,73.9,4.06,1.48
2015-07,0.0,67.9,56.0,82.0,2.49,-0.25
2015-08,11.0,66.9,56.7,82.1,3.31,0.17
2015-09,5.0,64.6,53.7,78.3,2.91,-1.91
2015-10,0.0,48.9,39.4,60.8,2.46,-0.88
2015-11,0.0,41.3,32.1,55.0,3.06,-0.93
2015-12,0.0,35.6,29.7,49.5,3.73,2.6
2016-01,0.0,22.3,15.8,36.9,1.73,0.02
2016-02,0.0,25.3,17.4,41.6,1.87,0.81
2016-03,0.0,36.1,26.7,51.0,3.65,2.61
2016-04,0.0,40.8,30.4,56.5,2.8,0.69
2016-05,0.0,55.4,42.9,68.1,2.63,-1.07
2016-06,1.0,64.7,52.4,78.0,2.46,-1.86
2016-07,0.0,70.3,58.9,84.3,3.92,1.03
2016-08,21.0,70.8,60.1,84.0,5.04,2.29
2016-09,17.0,63.5,53.3,75.4,3.96,0.0
2016-10,1.0,51.6,42.2,62.4,3.46,0.65
2016-11,1.0,42.6,33.6,51.9,2.04,-1.71
2016-12,1.0,25.0,19.1,39.6,2.3,0.66
2017-01,0.0,25.2,19.2,39.0,2.78,2.21
2017-02,0.0,29.9,21.3,42.7,2.02,1.14
2017-03,0.0,30.7,22.2,40.8,2.94,1.97
2017-04,0.0,47.2,36.4,60.7,4.39,2.24
2017-05,0.0,53.0,42.1,64.5,3.36,0.72
2017-06,0.0,65.3,53.9,77.1,4.72,2.11
2017-07,0.0,68.5,57.3,80.0,2.74,0.16
2017-08,19.0,65.2,54.7,79.1,3.5,0.95
2017-09,10.0,62.6,50.5,75.2,1.57,-3.58
2017-10,2.0,52.5,42.7,68.2,6.63,5.06
2017-11,1.0,34.5,27.3,50.1,2.74,1.99
2017-12,0.0,20.9,13.8,34.1,1.88,0.19
2018-01,0.0,20.0,12.1,33.6,1.74,0.04
2018-02,0.0,23.0,14.2,43.8,2.96,3.2
2018-03,0.0,29.6,20.4,42.8,1.13,-1.76
2018-04,0.0,35.2,25.1,52.2,3.0,2.27
2018-05,0.0,60.2,47.0,72.6,4.26,0.73
2018-06,0.0,65.2,53.8,75.8,2.95,-1.03
2018-07,5.0,70.5,58.5,84.3,2.62,-0.92
2018-08,33.0,69.8,59.2,82.7,4.47,1.22
2018-09,39.0,62.4,52.1,73.6,3.54,-0.73
2018-10,3.0,45.9,37.5,59.0,5.14,3.73
2018-11,0.0,30.8,25.4,45.1,2.53,1.88
2018-12,0.0,28.7,22.8,40.3,1.83,0.1
2019-01,0.0,16.8,9.1,34.8,2.29,1.18
2019-02,0.0,19.9,11.7,37.2,2.93,3.13
2019-03,0.0,27.5,17.4,43.5,1.81,-0.36
2019-04,0.0,42.5,32.7,57.8,3.65,1.91
2019-05,0.0,51.8,40.9,64.9,4.73,3.38
2019-06,0.0,62.5,51.1,76.0,4.13,1.61
2019-07,0.0,70.9,59.3,84.8,2.99,0.26
2019-08,2.0,66.3,54.6,80.9,2.46,-1.27
2019-09,7.0,62.3,52.8,73.6,5.19,2.15
2019-10,1.0,47.5,38.8,61.4,5.54,5.16
2019-11,1.0,30.8,24.3,46.5,2.69,2.23
2019-12,0.0,28.4,21.8,38.8,3.42,3.09
2020-01,0.0,27.0,21.3,40.4,2.84,2.33
2020-02,0.0,23.7,15.6,40.7,1.03,-1.02
2020-03,0.0,35.0,26.2,50.1,2.83,1.15
2020-04,0.0,40.2,29.9,52.3,3.01,1.21
2020-05,0.0,53.2,42.2,67.7,4.06,1.9
2020-06,0.0,66.0,52.9,79.2,3.09,-0.94
2020-07,0.0,72.5,60.9,84.6,3.93,1.27
2020-08,11.0,68.6,57.5,82.5,3.83,0.62
2020-09,18.0,58.2,47.6,73.9,3.08,-0.56
2020-10,0.0,44.4,35.4,61.9,3.75,2.02
2020-11,0.0,41.1,32.0,55.4,2.17,-0.67
2020-12,0.0,28.6,22.8,41.4,1.69,-0.17
2021-01,0.0,25.0,19.0,35.9,1.05,-1.4
2021-02,0.0,17.4,8.1,35.3,1.28,-0.48
2021-03,0.0,36.8,25.4,50.0,1.6,-1.77
2021-04,0.0,45.1,34.4,58.7,2.08,-1.64
2021-05,1.0,54.0,41.6,68.9,2.03,-1.81
2021-06,0.0,67.8,56.2,80.2,4.93,1.89
2021-07,0.0,68.7,57.9,78.3,4.14,2.65
2021-08,21.0,71.0,60.1,81.5,3.94,0.91
2021-09,15.0,61.4,50.2,74.2,3.64,0.09
2021-10,1.0,55.2,46.9,65.0,3.89,1.06
2021-11,0.0,36.3,28.6,51.1,1.76,-0.76
2021-12,0.0,30.1,22.8,43.5,2.54,1.44
2022-01,0.0,15.4,6.7,33.5,0.95,-1.61
2022-02,0.0,19.5,10.4,40.8,2.02,1.14
2022-03,0.0,31.0,21.8,48.4,3.38,2.88
2022-04,0.0,40.2,30.9,57.9,3.52,2.18
2022-05,0.0,57.6,46.1,70.7,3.25,-0.47
2022-06,0.0,65.0,52.4,76.6,2.64,-1.56
2022-07,0.0,69.2,57.6,85.0,2.96,-0.35
2022-08,0.0,68.2,57.4,84.7,4.09,0.88
2022-09,0.0,60.9,50.4,72.4,2.46,-2.25
2022-10,0.0,48.2,37.2,62.8,2.92,-0.34
2022-11,0.0,38.7,30.2,55.0,2.45,-1.64
2022-12,0.0,26.9,21.4,42.1,1.98,-0.63
2023-01,2.7461109999930247,23.32157575054537,19.19622900524233,36.89953921124183,2.690119144566194,0.0149370907082209
2023-02,4.638975421590375,26.8478667286802,22.28691155713162,39.06936176990452,2.7503166471461844,0.1864030520428385
2023-03,5.045877909364283,34.66813865398427,28.258748368818782,46.305378219030175,2.839164997236433,0.2821600594221615
2023-04,4.707488052891077,43.497242612759095,34.59042772222233,55.42537850964236,2.8599853429161284,0.310484919442493
