year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,MO,730733.0,867770.0,948401.0,332974.0,700423.0,862678.0,997699.0,463704.0,5904382.0,2879878.0,3024504.0,4955606.0,658633.0,23624.0,85215.0,4505.0,2322238.0,
2010,MO,730211.0,860313.0,958731.0,346383.0,697641.0,858390.0,1004304.0,466341.0,5922314.0,2895638.0,3026676.0,4938222.0,679062.0,22829.0,92147.0,5201.0,2349955.0,0400000US29
2011,MO,728130.0,866223.0,967123.0,353799.0,695517.0,862158.0,1010512.0,472340.0,5955802.0,2915275.0,3040527.0,4957147.0,686044.0,22509.0,93632.0,5725.0,2354104.0,0400000US29
2012,MO,725857.0,868909.0,971989.0,363233.0,692538.0,863696.0,1015952.0,480239.0,5982413.0,2929988.0,3052425.0,4972530.0,689683.0,22704.0,96035.0,5812.0,2358270.0,0400000US29
2013,MO,722386.0,872478.0,973990.0,373097.0,690658.0,866316.0,1019316.0,488941.0,6007182.0,2941951.0,3065231.0,4984653.0,691128.0,22781.0,98962.0,6263.0,2360131.0,0400000US29
2014,MO,719867.0,876080.0,974319.0,383453.0,686627.0,868685.0,1019946.0,499099.0,6028076.0,2953719.0,3074357.0,4991914.0,695813.0,24269.0,101772.0,5983.0,2361232.0,0400000US29
2015,MO,717159.0,880143.0,972068.0,394633.0,683520.0,870974.0,1016983.0,509968.0,6045448.0,2964003.0,3081445.0,4995527.0,697022.0,24951.0,106537.0,6161.0,2364688.0,0400000US29
2016,MO,714433.0,884975.0,966860.0,407049.0,680691.0,871511.0,1011247.0,522885.0,6059651.0,2973317.0,3086334.0,5000875.0,701896.0,25641.0,107953.0,6479.0,2372362.0,0400000US29
2017,MO,711216.0,888666.0,962165.0,419285.0,678193.0,874176.0,1004852.0,536747.0,6075300.0,2981332.0,3093968.0,5004537.0,703061.0,25933.0,112959.0,6336.0,2386203.0,0400000US29
2018,MO,709473.0,892260.0,955623.0,431416.0,675590.0,875916.0,999508.0,550276.0,6090062.0,2988772.0,3101290.0,5008342.0,704896.0,26952.0,116720.0,6662.0,2396271.0,0400000US29
2019,MO,707343.0,895952.0,949027.0,443403.0,674269.0,877881.0,993713.0,563322.0,6104910.0,2995725.0,3109185.0,5015904.0,701334.0,27084.0,120654.0,8231.0,2414521.0,0400000US29
2020,MO,706199.0,896101.0,945533.0,456168.0,673224.0,880873.0,988846.0,577216.0,6124160.0,3004001.0,3120159.0,4978046.0,698043.0,24274.0,123810.0,8887.0,2440212.0,0400000US29
