year,month,Unnamed: 0,fips,state,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2000,1,2000-01,48,,0,37.8,37.3,64.1,1.05,-2.06,,,,,,,,,,,,,,,,,
2000,2,2000-02,48,,0,45.4,43.0,71.0,1.01,-2.89,,,,,,,,,,,,,,,,,
2000,3,2000-03,48,,0,52.5,48.4,74.3,2.36,-0.32,,,,,,,,,,,,,,,,,
2000,4,2000-04,48,,0,55.3,52.7,79.5,1.91,-1.37,,,,,,,,,,,,,,,,,
2000,5,2000-05,48,,0,68.8,64.6,89.2,3.13,-2.93,,,,,,,,,,,,,,,,,
2000,6,2000-06,48,,0,74.1,68.6,88.6,5.03,0.84,,,,,,,,,,,,,,,,,
2000,7,2000-07,48,,0,76.8,71.3,96.9,0.7,-4.06,,,,,,,,,,,,,,,,,
2000,8,2000-08,48,,0,77.1,70.7,97.6,0.47,-3.94,,,,,,,,,,,,,,,,,
2000,9,2000-09,48,,0,69.6,63.4,92.8,1.18,-3.0,,,,,,,,,,,,,,,,,
2000,10,2000-10,48,,0,61.1,57.0,77.4,4.0,1.62,,,,,,,,,,,,,,,,,
2000,11,2000-11,48,,0,46.9,40.8,61.3,5.24,5.97,,,,,,,,,,,,,,,,,
2000,12,2000-12,48,,0,30.6,31.5,53.2,1.75,1.75,,,,,,,,,,,,,,,,,
2001,1,2001-01,48,,0,34.3,33.5,54.3,2.35,2.58,,,,,,,,,,,,,,,,,
2001,2,2001-02,48,,0,44.7,40.4,63.5,2.03,1.16,,,,,,,,,,,,,,,,,
2001,3,2001-03,48,,0,44.6,42.6,64.0,3.25,3.24,,,,,,,,,,,,,,,,,
2001,4,2001-04,48,,0,61.3,55.6,79.9,0.79,-1.9,,,,,,,,,,,,,,,,,
2001,5,2001-05,48,,0,66.9,61.8,86.4,3.02,-0.72,,,,,,,,,,,,,,,,,
2001,6,2001-06,48,,0,71.9,68.5,93.2,2.55,-0.65,,,,,,,,,,,,,,,,,
2001,7,2001-07,48,,0,77.1,72.7,97.4,0.97,-2.67,,,,,,,,,,,,,,,,,
2001,8,2001-08,48,,0,76.7,70.9,94.7,3.6,1.35,,,,,,,,,,,,,,,,,
2001,9,2001-09,48,,0,67.6,63.1,86.6,3.23,0.23,,,,,,,,,,,,,,,,,
2001,10,2001-10,48,,0,56.5,51.7,79.1,1.74,-0.88,,,,,,,,,,,,,,,,,
2001,11,2001-11,48,,0,53.0,47.9,69.9,3.31,1.47,,,,,,,,,,,,,,,,,
2001,12,2001-12,48,,0,44.4,37.4,61.3,2.27,0.71,,,,,,,,,,,,,,,,,
2002,1,2002-01,48,,0,40.3,35.7,61.7,0.96,-1.03,,,,,,,,,,,,,,,,,
2002,2,2002-02,48,,0,40.5,33.7,60.6,1.05,-0.73,,,,,,,,,,,,,,,,,
2002,3,2002-03,48,,0,48.3,41.7,69.0,1.98,0.75,,,,,,,,,,,,,,,,,
2002,4,2002-04,48,,0,60.9,57.5,80.6,1.79,-1.16,,,,,,,,,,,,,,,,,
2002,5,2002-05,48,,0,64.2,61.4,86.5,1.9,-2.49,,,,,,,,,,,,,,,,,
2002,6,2002-06,48,,0,74.9,68.8,92.4,2.39,-1.58,,,,,,,,,,,,,,,,,
2002,7,2002-07,48,,27,78.8,70.6,91.3,4.73,2.5,,,,,,,,,,,,,,,,,
2002,8,2002-08,48,,81,77.8,71.0,94.7,1.75,-1.16,,,,,,,,,,,,,,,,,
2002,9,2002-09,48,,64,73.3,63.9,88.2,2.99,-0.24,,,,,,,,,,,,,,,,,
2002,10,2002-10,48,,25,60.9,55.6,74.1,6.17,4.6,,,,,,,,,,,,,,,,,
2002,11,2002-11,48,,5,45.3,41.0,64.9,1.83,1.09,,,,,,,,,,,,,,,,,
2002,12,2002-12,48,,0,39.5,36.3,59.3,3.11,3.07,,,,,,,,,,,,,,,,,
2003,1,2003-01,48,,0,32.2,33.7,58.6,0.58,-0.23,,,,,,,,,,,,,,,,,
2003,2,2003-02,48,,0,38.5,37.3,59.3,2.4,2.12,,,,,,,,,,,,,,,,,
2003,3,2003-03,48,,0,51.3,44.5,69.9,1.13,-0.61,,,,,,,,,,,,,,,,,
2003,4,2003-04,48,,0,59.4,52.9,80.2,0.77,-1.8,,,,,,,,,,,,,,,,,
2003,5,2003-05,48,,0,66.5,63.3,88.2,1.5,-3.18,,,,,,,,,,,,,,,,,
2003,6,2003-06,48,,6,70.6,66.9,90.0,4.48,1.24,,,,,,,,,,,,,,,,,
2003,7,2003-07,48,,98,76.2,70.5,93.6,2.36,-0.29,,,,,,,,,,,,,,,,,
2003,8,2003-08,48,,240,77.1,70.6,95.2,2.09,-0.7,,,,,,,,,,,,,,,,,
2003,9,2003-09,48,,67,68.1,62.9,84.9,3.91,1.31,,,,,,,,,,,,,,,,,
2003,10,2003-10,48,,15,58.5,55.0,79.9,2.71,0.05,,,,,,,,,,,,,,,,,
2003,11,2003-11,48,,5,52.8,46.7,69.4,1.56,-1.06,,,,,,,,,,,,,,,,,
2003,12,2003-12,48,,0,38.9,34.8,63.4,0.71,-2.12,,,,,,,,,,,,,,,,,
2004,1,2004-01,48,,0,36.9,37.7,60.0,2.17,-0.31,,,,,,,,,,,,,,,,,
