,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,32.8,32.4,56.5,2.37,1.98,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,0.0,0.0,0.0,4.0,1.3333333333333333,0.0,-4.0,0.49999999999999994,0.8660254037844387
2010-02,0.0,33.7,33.9,54.0,2.59,2.77,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
2010-03,0.0,47.2,41.4,68.3,1.87,0.89,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
2010-04,0.0,60.9,52.7,77.4,2.69,1.11,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844388,-0.4999999999999998
2010-05,0.0,69.1,61.5,86.0,2.27,-1.11,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
2010-06,1.0,78.4,71.1,94.2,2.78,0.08,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
2010-07,3.0,79.8,71.8,90.9,5.12,3.76,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,15.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,-0.5000000000000001,-0.8660254037844386
2010-08,34.0,79.8,71.7,97.0,1.28,-1.39,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,53.0,3.0,1.0,0.0,1.3333333333333333,2.0,1.0,-0.8660254037844384,-0.5000000000000004
2010-09,33.0,71.6,66.2,89.2,4.31,1.18,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,18.0,34.0,3.0,1.0,12.666666666666666,31.0,2.0,-1.0,-1.8369701987210297e-16
2010-10,6.0,59.2,52.3,82.0,0.76,-2.28,3413093.0,3926492.0,3651747.0,1067438.0,3259142.0,3831804.0,3762971.0,1399204.0,24311891.0,12058770.0,12253121.0,17503446.0,2864666.0,119680.0,904831.0,19005.0,8539206.0,4.0,33.0,34.0,3.0,23.333333333333332,-1.0,31.0,-0.8660254037844386,0.5
