year,month,tavg,tmax,tmin,pcp,zndx
2000,1,26.6,35.7,17.6,2.54,-0.99
2000,2,36.7,45.8,27.6,3.46,0.93
2000,3,45.4,57.1,33.8,2.2,-2.34
2000,4,50.4,62.4,38.4,3.23,-0.59
2000,5,64.2,75.1,53.3,4.53,0.0
2000,6,70.4,80.7,60.0,6.21,2.78
2000,7,71.8,82.1,61.6,3.89,0.63
2000,8,72.0,82.5,61.4,4.41,1.92
2000,9,64.4,76.2,52.6,4.61,2.59
2000,10,57.2,69.3,45.2,2.33,0.25
2000,11,40.3,48.8,31.9,2.98,1.31
2000,12,19.2,27.6,10.8,3.01,0.73
2001,1,26.9,34.6,19.3,1.02,-1.53
2001,2,33.5,41.9,25.0,2.86,0.9
2001,3,37.2,46.7,27.6,0.97,-2.97
2001,4,56.5,68.6,44.5,2.75,-2.07
2001,5,64.0,75.7,52.3,4.32,-0.2
2001,6,69.1,79.6,58.6,4.09,0.36
2001,7,73.7,84.8,62.7,5.46,2.33
2001,8,73.8,84.4,63.2,4.02,1.25
2001,9,63.6,75.4,51.7,3.76,1.56
2001,10,53.7,64.4,42.9,7.75,7.03
2001,11,49.0,60.7,37.2,3.34,1.17
2001,12,36.9,44.5,29.2,3.62,1.19
2002,1,34.1,42.8,25.5,2.24,-0.25
2002,2,35.2,44.7,25.6,2.32,0.06
2002,3,38.3,48.0,28.6,4.38,1.32
2002,4,53.5,64.3,42.6,5.59,1.81
2002,5,58.4,69.4,47.3,7.09,3.67
2002,6,72.9,84.0,61.8,3.28,-1.24
2002,7,77.0,88.3,65.7,2.64,-2.09
2002,8,74.8,85.6,64.0,2.82,-1.75
2002,9,69.2,82.1,56.2,3.75,-0.2
2002,10,52.4,62.1,42.6,2.87,-0.41
2002,11,39.9,48.0,31.7,2.35,-1.77
2002,12,31.7,39.1,24.3,2.86,-0.6
2003,1,21.6,29.8,13.5,1.42,-1.12
2003,2,25.7,33.5,17.9,2.74,0.81
2003,3,42.1,53.5,30.7,2.16,-1.97
2003,4,53.2,65.1,41.3,3.0,-1.27
2003,5,60.5,70.7,50.3,6.56,2.79
2003,6,67.1,78.0,56.2,3.26,-0.35
2003,7,73.0,83.6,62.5,8.18,5.86
2003,8,73.8,84.4,63.2,3.54,0.63
2003,9,63.4,74.8,52.0,6.2,4.81
2003,10,52.9,64.8,41.0,2.4,1.03
2003,11,46.0,55.2,36.9,4.26,2.5
2003,12,33.5,40.6,26.4,2.68,0.29
2004,1,24.5,32.4,16.6,3.48,1.23
2004,2,29.9,38.8,21.1,0.83,-1.78
2004,3,44.3,54.0,34.6,3.46,-0.57
2004,4,53.3,65.0,41.7,1.83,-2.7
2004,5,65.9,76.2,55.6,7.17,2.5
2004,6,69.5,80.0,59.0,4.43,0.72
2004,7,72.0,81.8,62.2,5.19,2.24
2004,8,68.6,79.1,58.1,4.85,3.13
2004,9,67.1,79.8,54.4,0.72,-2.42
2004,10,54.8,65.6,43.9,4.14,1.97
2004,11,45.9,53.8,37.9,4.73,2.68
2004,12,30.8,39.4,22.3,2.57,0.22
2005,1,29.9,37.3,22.6,7.11,5.32
2005,2,34.8,42.8,26.9,2.25,-0.01
2005,3,37.3,46.8,27.7,2.12,-1.5
2005,4,54.0,66.0,41.9,3.04,-1.34
2005,5,59.2,71.6,46.7,2.57,-1.39
2005,6,73.4,84.4,62.4,3.21,-1.48
2005,7,75.0,85.8,64.2,4.43,0.33
2005,8,74.9,85.4,64.4,4.76,1.31
2005,9,69.2,81.4,56.9,4.1,0.75
2005,10,55.2,65.8,44.7,1.24,-2.02
2005,11,44.6,55.2,33.9,3.91,-0.15
2005,12,26.7,33.5,20.0,2.15,-0.78
2006,1,39.1,46.8,31.3,3.28,0.59
2006,2,31.7,41.0,22.4,1.62,-0.71
2006,3,40.7,50.1,31.2,5.14,2.04
2006,4,55.7,68.2,43.2,4.27,-0.12
2006,5,60.1,70.7,49.4,5.25,1.41
2006,6,69.8,80.9,58.7,4.2,0.39
2006,7,75.4,85.4,65.3,4.85,1.3
2006,8,73.6,83.7,63.6,4.76,2.1
2006,9,62.5,72.7,52.2,4.56,2.71
2006,10,51.1,61.5,40.6,5.01,4.25
2006,11,44.1,52.9,35.3,3.25,1.53
2006,12,37.3,45.8,28.7,4.83,2.59
2007,1,32.2,39.2,25.2,4.75,2.66
2007,2,20.2,28.7,11.7,2.43,0.39
2007,3,47.0,57.8,36.1,3.54,-0.82
2007,4,49.4,60.5,38.4,4.15,0.67
2007,5,66.2,79.2,53.3,1.75,-3.36
2007,6,72.1,84.0,60.2,3.28,-1.58
2007,7,71.9,83.5,60.2,3.17,-1.1
2007,8,76.8,88.6,65.1,4.55,0.26
2007,9,69.0,82.2,55.8,2.53,-1.63
2007,10,60.2,71.3,49.1,3.81,-0.27
2007,11,41.9,51.6,32.2,2.77,-1.45
2007,12,32.5,39.4,25.7,5.06,2.09
2008,1,27.7,36.7,18.6,3.23,0.95
2008,2,28.2,36.0,20.5,4.81,3.61
2008,3,38.6,47.5,29.7,6.48,4.0
2008,4,52.3,63.8,40.9,3.36,-0.7
2008,5,58.1,69.2,46.9,5.68,2.17
2008,6,72.2,83.1,61.4,6.58,2.95
2008,7,73.3,84.0,62.6,4.32,0.96
2008,8,71.2,82.7,59.6,2.01,-1.31
2008,9,67.6,79.8,55.3,3.86,0.76
2008,10,53.7,65.9,41.6,2.23,-0.49
2008,11,40.5,49.7,31.3,2.11,-1.16
2008,12,29.1,38.4,19.8,5.02,2.5
2009,1,21.3,29.7,13.0,1.62,-0.86
2009,2,32.2,41.9,22.4,2.8,0.88
2009,3,44.2,55.4,33.0,3.23,-0.85
2009,4,51.5,62.2,40.8,5.74,2.28
2009,5,62.0,73.2,50.8,5.67,1.59
2009,6,71.6,82.0,61.2,4.69,0.71
2009,7,69.2,79.0,59.4,4.43,1.65
2009,8,70.7,81.1,60.2,3.76,1.29
2009,9,65.5,75.9,55.0,2.87,0.21
2009,10,50.5,59.5,41.4,6.69,5.79
2009,11,46.3,56.0,36.7,1.46,-0.7
2009,12,30.4,37.3,23.4,3.1,0.84
2010,1,23.9,30.4,17.5,1.52,-0.97
2010,2,25.7,33.0,18.5,1.48,-0.9
2010,3,43.6,54.0,33.2,3.1,-0.94
2010,4,57.3,70.2,44.5,3.16,-1.7
2010,5,64.3,74.8,53.8,5.49,1.04
2010,6,74.1,84.3,63.9,7.68,4.0
2010,7,76.4,86.9,65.9,4.15,0.3
2010,8,75.6,87.2,64.1,1.84,-2.35
2010,9,67.2,80.5,54.0,1.35,-2.7
2010,10,56.0,70.0,41.9,1.17,-2.89
2010,11,42.8,54.6,31.0,5.01,0.29
2010,12,24.3,31.4,17.2,1.44,-1.83
2011,1,23.7,31.0,16.4,1.5,-1.14
2011,2,31.2,39.5,22.9,4.21,2.79
2011,3,41.7,50.8,32.5,3.46,-0.25
2011,4,53.0,63.8,42.2,9.61,6.73
2011,5,62.1,72.2,52.0,6.51,2.49
2011,6,72.2,82.7,61.7,5.23,1.28
2011,7,78.8,89.6,68.0,2.74,-1.86
2011,8,73.1,85.0,61.2,2.55,-1.48
2011,9,63.6,73.6,53.7,5.31,2.84
2011,10,53.9,66.1,41.7,3.29,1.01
2011,11,46.9,55.7,38.1,6.21,3.77
2011,12,36.6,44.1,29.1,4.58,2.34
2012,1,32.4,41.1,23.7,3.4,1.13
2012,2,35.4,43.9,26.9,1.54,-1.02
2012,3,55.0,66.7,43.3,2.73,-3.02
2012,4,52.9,65.3,40.5,2.22,-2.17
2012,5,67.7,80.4,55.0,2.75,-2.5
2012,6,71.6,85.0,58.2,1.29,-3.78
2012,7,80.2,92.8,67.6,2.53,-3.84
2012,8,71.9,84.8,59.0,4.05,-0.13
2012,9,64.2,75.5,52.8,5.17,2.11
2012,10,52.1,62.3,42.0,3.95,1.31
