,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,27.0,19.0,35.0,2.94,-0.76,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
2010-02,0.0,29.8,23.2,36.4,4.51,1.76,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
2010-03,0.0,43.0,33.5,52.5,9.95,5.27,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
2010-04,0.0,52.0,39.5,64.4,1.7,-3.32,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844388,-0.4999999999999998
2010-05,0.0,60.9,48.4,73.4,2.94,-1.59,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
2010-06,0.0,68.9,58.2,79.6,3.36,-0.94,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
2010-07,0.0,75.1,64.1,86.0,3.53,-1.21,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000001,-0.8660254037844386
2010-08,4.0,71.0,60.4,81.5,3.58,-1.22,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004
2010-09,3.0,65.6,55.1,76.2,2.62,-1.9,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,4.0,0.0,0.0,1.3333333333333333,4.0,0.0,-1.0,-1.8369701987210297e-16
2010-10,0.0,52.8,42.8,62.9,5.47,0.97,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,3.0,4.0,0.0,2.3333333333333335,-1.0,4.0,-0.8660254037844386,0.5
2010-11,0.0,41.9,32.7,51.1,3.38,-1.04,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,3.0,4.0,2.3333333333333335,-3.0,-1.0,-0.5000000000000004,0.8660254037844384
2010-12,0.0,28.2,20.5,35.8,4.56,0.67,424047.0,484973.0,611260.0,204554.0,403476.0,484332.0,646046.0,287149.0,3545837.0,1724834.0,1821003.0,2795926.0,342764.0,7959.0,129904.0,1332.0,1359218.0,0.0,0.0,0.0,3.0,1.0,0.0,-3.0,-2.4492935982947064e-16,1.0
