year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,ID,208142.0,232873.0,228295.0,79807.0,198360.0,219765.0,229790.0,95541.0,1492573.0,749117.0,743456.0,1374465.0,9030.0,18352.0,16739.0,1827.0,552726.0,
2010,ID,215232.0,230115.0,235248.0,83834.0,203980.0,221703.0,237511.0,99174.0,1526797.0,764429.0,762368.0,1407354.0,8674.0,18951.0,17939.0,2284.0,570283.0,0400000US16
2011,ID,218288.0,232424.0,239053.0,87204.0,205546.0,223857.0,241216.0,102399.0,1549987.0,776969.0,773018.0,1431372.0,8823.0,19584.0,18714.0,2425.0,575497.0,0400000US16
2012,ID,218767.0,235263.0,241046.0,90878.0,207052.0,225608.0,243391.0,105798.0,1567803.0,785954.0,781849.0,1445289.0,8821.0,19376.0,19097.0,2213.0,577648.0,0400000US16
2013,ID,219495.0,235549.0,243811.0,94853.0,207523.0,225910.0,246542.0,109681.0,1583364.0,793708.0,789656.0,1455692.0,8957.0,19984.0,20141.0,2216.0,579797.0,0400000US16
2014,ID,219943.0,236562.0,245757.0,99416.0,208605.0,226795.0,248401.0,113985.0,1599464.0,801678.0,797786.0,1468732.0,9334.0,20363.0,21749.0,2177.0,585259.0,0400000US16
2015,ID,220363.0,239809.0,245879.0,104413.0,209283.0,227775.0,250624.0,118401.0,1616547.0,810464.0,806083.0,1482914.0,9900.0,20504.0,21711.0,1921.0,589320.0,0400000US16
2016,ID,221103.0,242808.0,246209.0,109725.0,210217.0,230223.0,251577.0,123621.0,1635483.0,819845.0,815638.0,1493155.0,10433.0,21454.0,21630.0,2003.0,596107.0,0400000US16
2017,ID,222571.0,245427.0,248606.0,114023.0,212040.0,233872.0,252410.0,128426.0,1657375.0,830627.0,826748.0,1507880.0,11231.0,21323.0,22720.0,2343.0,609124.0,0400000US16
2018,ID,224243.0,249578.0,251848.0,119895.0,214933.0,238428.0,254978.0,133906.0,1687809.0,845564.0,842245.0,1527262.0,11536.0,22790.0,23758.0,2761.0,618331.0,0400000US16
2019,ID,225692.0,254461.0,255729.0,125143.0,215455.0,243132.0,258392.0,139746.0,1717750.0,861025.0,856725.0,1545409.0,11918.0,23136.0,24287.0,2755.0,630008.0,0400000US16
2020,ID,227953.0,260851.0,259701.0,131258.0,216645.0,249961.0,261512.0,146486.0,1754367.0,879763.0,874604.0,1550979.0,11536.0,23029.0,24501.0,3174.0,649299.0,0400000US16
