,count,avgTemp,minTemp,maxTemp,precipitation,zindex
2010-01,0.0,28.2,20.7,52.7,2.54,-1.06
2010-02,0.0,28.9,19.9,52.5,1.06,-2.38
2010-03,0.0,35.2,24.1,63.7,1.86,-1.33
2010-04,0.0,40.0,28.3,79.1,2.64,1.51
2010-05,0.0,44.1,32.9,84.8,2.77,2.34
2010-06,0.0,55.5,43.4,92.1,3.24,2.93
2010-07,0.0,64.2,48.1,93.0,0.52,1.25
2010-08,0.0,62.8,47.1,91.8,0.83,1.09
2010-09,0.0,56.4,41.2,89.4,0.94,-0.42
2010-10,0.0,47.5,35.6,79.3,2.49,0.92
2010-11,0.0,30.5,22.1,68.3,3.03,1.09
2010-12,0.0,26.6,19.6,51.5,4.22,2.33
2011-01,0.0,24.0,16.0,52.8,2.79,0.38
2011-02,0.0,24.3,15.0,63.2,1.93,-0.79
2011-03,0.0,33.4,24.6,70.0,3.88,2.95
2011-04,0.0,36.4,26.0,79.7,3.18,3.24
2011-05,0.0,45.8,34.4,85.2,3.15,2.71
2011-06,0.0,54.0,41.1,94.1,1.96,0.8
2011-07,0.0,64.3,48.3,92.6,0.55,0.84
2011-08,1.0,66.1,49.7,94.4,0.51,-0.61
2011-09,0.0,59.6,43.4,85.0,0.39,-2.14
2011-10,0.0,45.4,34.7,74.4,2.83,1.7
2011-11,0.0,30.5,21.1,68.9,1.99,-0.57
2011-12,0.0,24.8,15.0,62.8,1.53,-2.04
2012-01,0.0,26.8,17.7,62.6,3.33,0.08
2012-02,0.0,28.0,18.8,64.2,1.78,-1.07
2012-03,0.0,36.4,26.3,76.8,4.25,2.95
2012-04,0.0,44.4,31.6,78.6,2.12,-0.35
2012-05,0.0,49.0,35.8,85.3,1.91,-0.18
2012-06,0.0,56.9,42.1,86.9,1.6,-0.32
2012-07,1.0,68.5,52.6,93.2,0.93,0.07
2012-08,2.0,67.3,50.3,87.6,0.28,-1.92
2012-09,1.0,58.4,42.0,85.0,0.32,-2.34
2012-10,1.0,43.7,31.3,76.0,2.32,1.01
2012-11,0.0,36.0,27.6,65.8,2.75,-0.37
2012-12,0.0,25.8,18.9,62.8,4.12,1.41
2013-01,0.0,20.2,11.3,63.5,1.9,-0.99
2013-02,0.0,27.5,18.4,60.0,1.07,-2.36
2013-03,0.0,35.1,23.8,62.4,1.47,-2.05
2013-04,0.0,40.1,28.3,75.2,1.81,-0.02
2013-05,0.0,51.0,37.6,79.8,1.51,-1.3
2013-06,0.0,59.3,44.6,87.4,1.35,-1.29
2013-07,1.0,69.6,53.0,86.5,0.53,-2.09
2013-08,8.0,67.6,51.4,86.8,0.71,-1.76
2013-09,4.0,57.1,45.0,84.5,2.96,2.96
2013-10,1.0,42.1,30.0,76.4,0.85,-1.35
2013-11,0.0,33.8,24.2,64.7,1.72,-2.34
2013-12,0.0,21.1,12.4,61.6,1.76,-2.96
2014-01,0.0,27.7,18.7,51.6,2.02,-3.19
2014-02,0.0,28.0,19.8,61.6,3.68,1.53
2014-03,0.0,36.2,25.6,65.4,3.92,2.37
