year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,WI,675494.0,840590.0,949862.0,314064.0,644813.0,803296.0,946765.0,424536.0,5599420.0,2780010.0,2819410.0,4911907.0,332660.0,48025.0,115480.0,1339.0,2246512.0,
2010,WI,687439.0,823685.0,960296.0,324488.0,656154.0,793429.0,962076.0,430380.0,5637947.0,2795908.0,2842039.0,4914551.0,348662.0,49189.0,122442.0,1553.0,2274611.0,0400000US55
2011,WI,685008.0,823449.0,970850.0,331437.0,653473.0,794096.0,970990.0,435590.0,5664893.0,2810744.0,2854149.0,4941085.0,352620.0,48741.0,125630.0,1503.0,2279738.0,0400000US55
2012,WI,682512.0,823455.0,975525.0,340779.0,651264.0,794731.0,976070.0,442883.0,5687219.0,2822271.0,2864948.0,4961852.0,353470.0,49289.0,129550.0,1302.0,2286339.0,0400000US55
2013,WI,678153.0,823667.0,979682.0,351404.0,646991.0,796551.0,979574.0,450849.0,5706871.0,2832906.0,2873965.0,4966900.0,355873.0,49343.0,132609.0,1305.0,2288332.0,0400000US55
2014,WI,673683.0,826567.0,978463.0,363337.0,642978.0,798694.0,980308.0,460662.0,5724692.0,2842050.0,2882642.0,4965198.0,357758.0,49563.0,137404.0,1303.0,2293250.0,0400000US55
2015,WI,669864.0,828571.0,976393.0,376557.0,639459.0,801190.0,978443.0,471640.0,5742117.0,2851385.0,2890732.0,4967124.0,360792.0,50449.0,143732.0,1233.0,2299107.0,0400000US55
2016,WI,665341.0,832339.0,970198.0,391177.0,636157.0,802475.0,973068.0,484043.0,5754798.0,2859055.0,2895743.0,4961193.0,361730.0,51459.0,148077.0,1378.0,2310246.0,0400000US55
2017,WI,661454.0,836492.0,963214.0,402955.0,632496.0,805052.0,967785.0,493769.0,5763217.0,2864115.0,2899102.0,4950577.0,365884.0,50094.0,152325.0,1811.0,2328754.0,0400000US55
2018,WI,659584.0,839240.0,955792.0,417760.0,629359.0,807389.0,962335.0,506935.0,5778394.0,2872376.0,2906018.0,4945966.0,368744.0,50422.0,159356.0,1975.0,2343129.0,0400000US55
2019,WI,655551.0,841930.0,949601.0,432812.0,625352.0,809654.0,955057.0,520759.0,5790716.0,2879894.0,2910822.0,4946961.0,371200.0,51392.0,161841.0,2400.0,2358156.0,0400000US55
2020,WI,652668.0,845732.0,943247.0,448136.0,621653.0,812153.0,948723.0,534663.0,5806975.0,2889783.0,2917192.0,4895065.0,367889.0,48674.0,163396.0,2672.0,2377935.0,0400000US55
