year,month,tavg,tmax,tmin,pcp,zndx
2000,1,16.9,26.9,6.9,3.89,0.68
2000,2,22.8,33.6,12.0,3.56,0.94
2000,3,35.5,46.7,24.3,3.75,-0.09
2000,4,41.3,50.9,31.6,6.4,3.89
2000,5,52.7,64.5,41.0,4.65,0.96
2000,6,61.6,72.9,50.2,3.83,-0.05
2000,7,63.7,74.8,52.5,5.15,2.2
2000,8,63.7,74.4,53.0,3.12,-0.17
2000,9,56.2,68.0,44.3,3.08,-0.33
2000,10,46.2,57.6,34.8,2.98,-0.45
2000,11,36.1,43.4,28.7,3.8,-0.42
2000,12,19.2,28.6,9.7,4.56,1.06
2001,1,18.5,29.2,7.9,1.58,-2.1
2001,2,20.8,31.7,9.9,3.22,0.41
2001,3,26.8,36.1,17.6,6.06,3.47
2001,4,40.8,53.5,28.0,1.09,-3.58
2001,5,55.2,69.1,41.2,1.92,-2.46
2001,6,64.2,76.5,51.9,4.84,0.32
2001,7,64.3,76.5,52.2,3.57,-0.12
2001,8,68.6,81.5,55.6,1.78,-3.26
2001,9,58.3,71.1,45.4,4.28,-0.25
2001,10,47.9,60.6,35.1,1.74,-2.78
2001,11,38.9,48.4,29.3,2.21,-3.78
2001,12,30.6,39.2,22.0,2.58,-1.87
2002,1,26.6,34.9,18.2,2.63,-0.84
2002,2,25.0,36.2,13.8,3.06,0.17
2002,3,30.9,40.4,21.3,3.93,0.66
2002,4,44.0,55.4,32.6,4.53,0.76
2002,5,50.6,62.6,38.5,4.69,1.31
2002,6,60.6,72.4,48.9,6.03,2.85
2002,7,67.5,79.5,55.5,2.13,-2.28
2002,8,68.3,81.3,55.3,2.04,-3.18
2002,9,61.2,73.5,48.8,3.84,-1.2
2002,10,43.7,53.3,34.1,3.64,-0.41
2002,11,33.3,41.1,25.4,4.84,0.56
2002,12,22.7,31.9,13.5,3.53,-0.21
2003,1,11.5,21.6,1.5,2.34,-1.19
2003,2,16.3,26.8,5.9,2.73,-0.34
2003,3,28.4,41.0,15.8,3.2,-0.31
2003,4,38.7,50.1,27.3,2.98,-0.53
2003,5,52.0,62.8,41.2,4.5,0.89
2003,6,62.5,73.9,51.0,2.9,-1.34
2003,7,67.6,79.0,56.2,3.21,-1.15
2003,8,67.9,78.1,57.6,6.24,2.55
2003,9,58.6,69.7,47.6,5.34,1.88
2003,10,44.9,55.4,34.5,6.4,3.95
2003,11,37.4,46.4,28.4,3.77,-0.59
2003,12,24.2,33.6,14.8,6.77,3.79
2004,1,10.3,18.9,1.6,0.93,-2.89
