,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,5.0247072e-05,1.3280001,0.17870572
2010-02,5.0247072e-05,1.3280001,0.17870572
2010-03,5.0247072e-05,1.3280001,0.17870572
2010-04,5.0247072e-05,1.3280001,0.17870572
2010-05,5.0247072e-05,1.3280001,0.22740547
2010-06,6.265887e-05,1.3280001,0.22740547
2010-07,0.00021678228,1.3280001,0.76725787
2010-08,10.997664,1.3280001,5.103728
2010-09,30.998154,1.3280001,14.065057
2010-10,2.9999027,1.3280001,1.9760652
2010-11,5.0247072e-05,1.3280001,0.23520534
2010-12,5.0247072e-05,1.3280001,0.17870572
2011-01,5.0247072e-05,0.884,0.17870572
2011-02,5.0247072e-05,0.884,0.17870572
2011-03,5.0247072e-05,0.884,0.17870572
2011-04,5.0247072e-05,0.884,0.17870572
2011-05,5.0247072e-05,0.884,0.22740547
2011-06,5.0247072e-05,0.884,0.22740547
2011-07,2.0000288,0.884,0.76725787
2011-08,7.9995756,0.884,6.468781
2011-09,12.002595,0.884,5.38
2011-10,5.0247072e-05,0.884,0.36842185
2011-11,5.0247072e-05,0.884,0.23520534
2011-12,5.0247072e-05,0.884,0.17870572
2012-01,5.0247072e-05,4.6769233,0.17870572
2012-02,5.0247072e-05,4.6769233,0.17870572
2012-03,-4.6978785e-05,4.6769233,0.17870572
2012-04,5.0247072e-05,4.6769233,0.17870572
2012-05,-4.6978785e-05,4.6769233,0.22740547
2012-06,-4.6978785e-05,4.6769233,0.22740547
2012-07,22.000017,4.6769233,5.103728
2012-08,114.998604,4.6769233,45.5936
2012-09,47.000248,4.6769233,21.57589
2012-10,1.9998624,4.6769233,2.0377402
2012-11,0.9999933,4.6769233,0.66881025
2012-12,5.0247072e-05,4.6769233,0.17870572
2013-01,5.0247072e-05,2.8675678,0.17870572
2013-02,5.0247072e-05,2.8675678,0.17870572
2013-03,5.0247072e-05,2.8675678,0.17870572
2013-04,5.0247072e-05,2.8675678,0.17870572
