year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,IL,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0,
2010,IL,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0,0400000US17
2011,IL,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0,0400000US17
2012,IL,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0,0400000US17
2013,IL,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0,0400000US17
2014,IL,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0,0400000US17
2015,IL,1542306.0,1947402.0,2082771.0,744420.0,1481428.0,1919275.0,2162591.0,993568.0,12873761.0,6316899.0,6556862.0,9312771.0,1846108.0,28363.0,645642.0,3407.0,4786388.0,0400000US17
2016,IL,1525576.0,1946482.0,2070673.0,767729.0,1465053.0,1910248.0,2149555.0,1016368.0,12851684.0,6310460.0,6541224.0,9270907.0,1837612.0,29399.0,655799.0,4186.0,4802124.0,0400000US17
2017,IL,1509583.0,1943293.0,2061433.0,798291.0,1449414.0,1907253.0,2135618.0,1049641.0,12854526.0,6312600.0,6541926.0,9236701.0,1833501.0,29696.0,671811.0,4275.0,4818452.0,0400000US17
2018,IL,1493195.0,1935360.0,2045713.0,821647.0,1433366.0,1898091.0,2120869.0,1073256.0,12821497.0,6295915.0,6525582.0,9189185.0,1824125.0,31864.0,690822.0,4582.0,4830038.0,0400000US17
2019,IL,1475886.0,1921816.0,2029382.0,845088.0,1415640.0,1883844.0,2101529.0,1097446.0,12770631.0,6272172.0,6498459.0,9134903.0,1813590.0,33460.0,698524.0,4477.0,4846134.0,0400000US17
2020,IL,1457416.0,1908478.0,2012395.0,868794.0,1398017.0,1869187.0,2080245.0,1121632.0,12716164.0,6247083.0,6469081.0,8874067.0,1796660.0,33972.0,709567.0,5196.0,4884061.0,0400000US17
