year,month,tavg,tmax,tmin,pcp,zndx
2000,1,37.8,47.3,28.3,3.58,-1.19
2000,2,45.4,57.5,33.4,3.72,-1.27
2000,3,52.5,65.3,39.6,4.47,-1.35
2000,4,55.3,67.3,43.3,6.44,2.62
2000,5,68.8,80.2,57.3,4.59,-0.19
2000,6,74.1,85.0,63.2,4.19,0.33
2000,7,76.8,88.3,65.4,2.95,-1.45
2000,8,77.1,89.0,65.2,2.6,-1.61
2000,9,69.6,81.2,58.0,3.38,-0.34
2000,10,61.1,75.6,46.6,0.35,-3.51
2000,11,46.9,57.2,36.6,5.1,0.1
2000,12,30.6,39.8,21.4,3.65,-0.91
2001,1,34.3,44.2,24.4,3.71,-0.89
2001,2,44.7,55.2,34.1,6.93,1.86
2001,3,44.6,55.1,34.1,3.33,-1.7
2001,4,61.3,73.4,49.2,2.93,-2.18
2001,5,66.9,78.9,55.0,4.42,-0.07
2001,6,71.9,83.2,60.6,4.36,0.86
2001,7,77.1,87.3,66.9,4.84,0.79
2001,8,76.7,86.5,66.8,4.21,1.06
2001,9,67.6,78.8,56.3,3.57,0.69
2001,10,56.5,70.3,42.6,4.54,2.22
2001,11,53.0,67.8,38.1,5.68,1.61
2001,12,44.4,54.7,34.2,5.48,0.44
2002,1,40.3,51.2,29.3,6.65,1.31
2002,2,40.5,51.8,29.1,2.19,-2.4
2002,3,48.3,60.2,36.5,9.14,3.59
2002,4,60.9,73.2,48.5,2.43,-2.67
2002,5,64.2,75.8,52.5,5.55,1.28
2002,6,74.9,86.5,63.3,2.45,-1.73
2002,7,78.8,89.2,68.3,4.14,-0.96
2002,8,77.8,89.4,66.1,3.33,-1.01
2002,9,73.3,84.5,62.0,7.3,3.41
2002,10,60.9,69.2,52.6,5.23,2.58
2002,11,45.3,55.1,35.6,4.23,0.86
2002,12,39.5,48.7,30.3,6.58,1.67
2003,1,32.2,42.0,22.4,2.1,-2.19
2003,2,38.5,46.6,30.4,9.66,4.82
2003,3,51.3,62.8,39.7,2.54,-3.09
2003,4,59.4,71.5,47.3,5.14,0.58
