year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,DC,57943.0,104812.0,87446.0,27321.0,56049.0,116884.0,95750.0,42228.0,588433.0,277522.0,310911.0,210983.0,324631.0,1573.0,17439.0,426.0,250723.0,
2010,DC,52057.0,112262.0,85029.0,26753.0,51033.0,126669.0,90242.0,40355.0,584400.0,276101.0,308299.0,222375.0,309048.0,1625.0,20323.0,362.0,257317.0,0400000US11
2011,DC,52001.0,115307.0,86212.0,27155.0,51022.0,131138.0,90386.0,40734.0,593955.0,280675.0,313280.0,231122.0,308516.0,1779.0,20773.0,311.0,260136.0,0400000US11
2012,DC,52488.0,118805.0,87406.0,27728.0,51498.0,135271.0,91246.0,41317.0,605759.0,286427.0,319332.0,239413.0,309263.0,2143.0,21440.0,312.0,261192.0,0400000US11
2013,DC,53188.0,122725.0,88816.0,28375.0,52103.0,139674.0,92502.0,41988.0,619371.0,293104.0,326267.0,248141.0,310530.0,1990.0,21845.0,233.0,263649.0,0400000US11
2014,DC,54503.0,126145.0,90430.0,28952.0,53486.0,143757.0,93692.0,42771.0,633736.0,300030.0,333706.0,254955.0,314138.0,2072.0,22785.0,195.0,267415.0,0400000US11
2015,DC,56047.0,129434.0,91550.0,29643.0,55258.0,146940.0,94956.0,43656.0,647484.0,306674.0,340810.0,260325.0,316447.0,2154.0,23822.0,250.0,273390.0,0400000US11
2016,DC,57804.0,131985.0,92338.0,30502.0,56881.0,148986.0,95849.0,44664.0,659009.0,312629.0,346380.0,266035.0,318598.0,2174.0,24036.0,271.0,276546.0,0400000US11
2017,DC,59485.0,134586.0,92437.0,32538.0,58573.0,151604.0,95937.0,47231.0,672391.0,319046.0,353345.0,273471.0,321062.0,1757.0,25558.0,289.0,277985.0,0400000US11
2018,DC,61476.0,137887.0,92140.0,33378.0,60261.0,155104.0,95918.0,48334.0,684498.0,324881.0,359617.0,280469.0,321317.0,1993.0,26718.0,340.0,281322.0,0400000US11
2019,DC,62622.0,139293.0,92467.0,34262.0,61308.0,156402.0,96921.0,49408.0,692683.0,328644.0,364039.0,285857.0,320811.0,2091.0,27592.0,376.0,284386.0,0400000US11
2020,DC,63701.0,141066.0,93159.0,35211.0,62347.0,158651.0,97138.0,50701.0,701974.0,333137.0,368837.0,288306.0,318631.0,2438.0,28762.0,328.0,288307.0,0400000US11
