year,month,tavg,tmax,tmin,pcp,zndx
2000,1,29.5,40.0,19.0,1.99,-1.76
2000,2,39.0,49.4,28.6,4.0,0.9
2000,3,46.1,58.9,33.3,2.98,-2.03
2000,4,51.0,63.1,39.0,4.37,0.94
2000,5,62.9,76.3,49.6,4.19,-0.42
2000,6,69.8,80.9,58.7,5.53,1.57
2000,7,69.0,79.4,58.6,5.32,1.49
2000,8,69.5,79.2,59.8,4.85,1.41
2000,9,63.3,73.9,52.6,4.42,2.28
2000,10,55.2,68.6,41.8,0.87,-2.26
2000,11,40.4,50.5,30.3,1.82,-1.48
2000,12,25.6,34.6,16.6,2.25,-1.11
2001,1,29.4,38.6,20.3,2.6,-0.92
2001,2,38.0,48.4,27.7,2.16,-1.68
2001,3,37.3,46.8,27.8,3.52,-0.17
2001,4,54.6,68.1,41.1,2.26,-2.49
2001,5,61.0,73.5,48.5,6.49,2.72
2001,6,67.8,79.7,55.9,4.18,0.1
2001,7,69.4,80.5,58.4,7.6,4.57
2001,8,72.5,82.8,62.2,3.41,-1.11
2001,9,62.2,74.0,50.5,2.49,-0.66
2001,10,52.3,66.0,38.5,1.28,-2.14
2001,11,47.9,62.6,33.2,1.27,-3.72
2001,12,39.9,49.8,30.1,2.6,-2.13
2002,1,35.0,44.7,25.4,3.09,-0.45
2002,2,36.7,48.7,24.7,1.0,-3.26
2002,3,42.8,54.6,30.9,5.05,1.22
2002,4,54.1,66.6,41.7,6.03,2.66
2002,5,57.9,71.1,44.6,5.07,1.5
2002,6,70.0,81.9,58.1,4.41,0.01
2002,7,73.6,84.0,63.2,5.09,0.16
2002,8,72.8,84.6,60.9,1.9,-3.4
2002,9,67.5,80.5,54.5,3.87,-0.22
2002,10,54.5,63.0,46.0,5.48,2.43
2002,11,41.2,49.5,32.9,4.13,2.1
2002,12,32.7,40.7,24.6,3.44,0.45
2003,1,25.5,33.3,17.7,2.42,-1.17
2003,2,30.5,37.4,23.6,6.23,4.78
2003,3,45.0,57.1,32.9,2.06,-3.12
2003,4,53.4,65.9,41.0,3.8,-0.22
2003,5,59.8,69.4,50.1,7.25,3.87
2003,6,65.1,75.8,54.4,6.66,3.94
2003,7,71.2,81.5,60.8,5.85,1.81
2003,8,72.4,82.2,62.7,5.29,1.52
2003,9,63.6,73.4,53.7,6.69,5.43
2003,10,51.9,63.7,40.1,3.04,1.03
2003,11,47.8,59.3,36.4,6.68,4.84
2003,12,32.8,41.1,24.5,3.45,0.46
2004,1,27.5,36.4,18.5,3.32,0.06
2004,2,32.8,43.1,22.6,2.88,-0.18
2004,3,44.8,56.2,33.5,3.88,-0.63
2004,4,52.0,63.3,40.6,5.51,2.31
2004,5,65.9,78.2,53.6,6.53,1.94
2004,6,67.6,78.0,57.1,4.6,0.7
2004,7,71.1,81.0,61.1,4.32,-0.34
2004,8,68.8,79.4,58.2,4.06,0.32
2004,9,65.6,76.4,54.8,7.46,5.92
2004,10,55.2,65.6,44.7,3.53,1.24
2004,11,46.9,56.3,37.6,3.84,1.18
2004,12,34.4,44.1,24.8,3.14,-0.05
2005,1,34.5,43.3,25.8,3.98,0.82
2005,2,36.0,45.6,26.5,2.34,-1.22
2005,3,37.6,46.9,28.3,4.24,0.77
2005,4,53.1,66.4,39.8,4.06,0.18
2005,5,56.3,69.5,43.1,3.34,-0.37
2005,6,70.3,82.0,58.5,2.08,-3.2
2005,7,74.1,84.2,63.9,5.63,0.22
2005,8,73.8,84.0,63.5,4.54,-0.4
2005,9,67.3,80.1,54.4,0.91,-4.14
2005,10,55.1,65.2,45.0,4.19,0.31
2005,11,45.0,57.5,32.4,3.88,0.08
2005,12,30.0,38.1,21.9,2.7,-0.51
2006,1,39.4,49.5,29.3,3.88,0.24
2006,2,33.0,42.2,23.8,1.37,-2.41
2006,3,41.2,51.8,30.6,1.92,-2.8
2006,4,55.7,69.7,41.8,4.66,0.55
2006,5,57.7,70.5,44.9,2.72,-1.36
2006,6,66.6,78.1,55.1,6.2,3.02
2006,7,72.3,83.0,61.6,4.5,-0.32
2006,8,73.1,84.5,61.7,3.26,-1.54
2006,9,61.6,70.7,52.5,4.98,2.66
2006,10,51.0,61.6,40.4,5.45,4.11
2006,11,45.4,55.8,34.9,2.86,0.05
2006,12,39.4,50.9,27.9,1.83,-2.22
2007,1,35.5,44.0,27.0,3.47,0.04
2007,2,24.2,33.9,14.6,2.47,-0.74
2007,3,46.5,58.9,34.0,3.96,-0.76
2007,4,49.6,60.8,38.4,4.62,1.5
