year,month,tavg,tmax,tmin,pcp,zndx
2000,1,33.8,43.2,24.3,3.79,-0.51
2000,2,43.1,54.1,32.2,4.68,0.63
2000,3,50.1,62.8,37.4,3.53,-1.76
2000,4,53.9,66.1,41.7,4.55,0.72
2000,5,67.0,78.9,55.1,4.66,-0.06
2000,6,73.1,84.2,62.0,4.41,0.36
2000,7,74.5,85.3,63.7,4.72,0.72
2000,8,74.8,85.6,63.9,3.91,0.59
2000,9,67.2,78.4,56.0,3.49,0.55
2000,10,59.6,73.4,45.8,0.88,-2.28
2000,11,44.2,54.4,34.0,2.82,-1.05
2000,12,26.7,35.4,18.0,3.85,-0.05
2001,1,31.8,41.2,22.3,2.09,-1.63
2001,2,41.3,51.5,31.1,4.22,0.3
2001,3,41.4,51.9,30.9,2.82,-1.64
2001,4,59.9,72.4,47.4,1.91,-3.2
2001,5,66.2,78.2,54.1,4.57,-0.53
2001,6,71.0,82.6,59.4,3.99,0.2
2001,7,75.7,86.4,65.0,6.33,2.45
2001,8,76.4,86.6,66.2,3.68,0.31
2001,9,66.3,78.2,54.3,2.59,-0.33
2001,10,56.1,69.4,42.7,4.4,2.52
2001,11,51.2,65.4,37.0,4.36,1.2
2001,12,41.8,51.7,32.0,4.47,0.72
2002,1,37.9,48.2,27.6,3.87,-0.21
2002,2,38.8,50.2,27.3,1.6,-2.22
2002,3,45.6,57.1,34.1,7.41,2.77
2002,4,58.6,70.9,46.3,4.96,0.51
2002,5,62.1,74.2,50.0,6.23,2.2
2002,6,74.3,85.7,63.0,3.75,-0.57
2002,7,78.3,88.8,67.8,3.4,-1.72
2002,8,77.2,88.7,65.6,2.28,-2.51
2002,9,71.7,84.0,59.5,6.15,2.56
2002,10,57.4,66.0,48.9,5.47,3.5
2002,11,43.6,52.8,34.5,3.52,1.0
2002,12,36.5,44.3,28.7,4.87,1.42
2003,1,28.4,36.9,19.8,1.98,-1.73
2003,2,33.6,41.0,26.2,6.81,3.36
2003,3,48.8,60.8,36.7,2.16,-3.05
2003,4,57.7,69.8,45.5,5.52,1.29
2003,5,64.2,74.1,54.4,6.8,2.47
2003,6,68.7,79.8,57.7,6.1,2.96
2003,7,75.2,85.5,64.9,4.67,0.61
2003,8,75.9,86.1,65.6,4.87,1.8
2003,9,66.2,77.4,55.0,5.75,3.52
2003,10,56.7,69.1,44.4,2.42,0.79
2003,11,50.5,61.1,39.8,5.57,2.62
2003,12,37.0,45.8,28.2,3.33,-0.15
2004,1,32.5,42.5,22.6,3.88,0.0
2004,2,36.9,47.3,26.5,2.63,-1.07
2004,3,49.3,60.4,38.1,4.23,-0.94
2004,4,55.8,67.6,44.0,4.65,0.57
2004,5,69.2,80.0,58.3,8.28,3.2
2004,6,72.1,82.6,61.6,4.01,0.06
2004,7,74.3,84.4,64.2,5.26,1.39
2004,8,71.2,82.0,60.4,3.97,1.24
2004,9,68.7,80.2,57.2,3.95,1.04
2004,10,60.0,70.7,49.2,4.76,2.82
2004,11,50.5,59.8,41.2,5.68,2.73
2004,12,36.4,46.3,26.5,4.64,1.2
2005,1,39.0,46.9,31.1,4.9,0.67
2005,2,40.9,50.4,31.4,2.57,-1.36
2005,3,42.6,53.3,31.9,3.76,-0.76
2005,4,57.0,69.3,44.6,4.86,0.63
2005,5,61.7,75.1,48.3,2.44,-1.5
2005,6,73.9,85.4,62.4,2.7,-1.76
2005,7,77.4,87.5,67.4,4.23,-0.99
2005,8,78.0,89.1,66.9,6.51,2.41
2005,9,71.5,84.1,58.8,1.3,-2.77
2005,10,57.9,69.6,46.2,1.09,-2.56
2005,11,48.2,60.9,35.6,3.04,-1.93
2005,12,33.3,41.7,24.8,2.4,-2.33
2006,1,43.1,53.3,32.9,5.41,0.59
2006,2,36.2,46.3,26.2,2.22,-1.45
2006,3,46.1,57.1,35.1,3.55,-1.32
2006,4,60.3,72.9,47.7,4.45,-0.34
2006,5,62.6,74.1,51.1,4.3,0.22
2006,6,71.4,83.0,59.7,4.0,0.16
2006,7,76.7,87.6,65.7,4.53,0.12
2006,8,77.4,87.8,67.0,4.63,0.9
2006,9,64.8,74.8,54.9,8.19,6.34
2006,10,54.2,65.3,43.2,4.91,4.2
2006,11,47.3,58.2,36.4,3.22,0.58
2006,12,41.6,52.6,30.6,2.96,-0.78
2007,1,38.0,46.6,29.4,4.18,0.07
2007,2,29.8,39.6,20.1,2.35,-1.18
2007,3,53.3,65.8,40.7,2.76,-2.94
2007,4,53.5,65.5,41.5,3.87,0.0
2007,5,67.8,81.4,54.1,2.05,-2.77
2007,6,73.7,86.5,61.0,3.03,-1.61
2007,7,74.6,86.0,63.1,4.28,-0.56
2007,8,80.9,93.9,68.0,1.68,-4.21
2007,9,71.9,85.3,58.5,2.1,-2.42
2007,10,62.4,74.5,50.1,5.58,1.93
2007,11,46.0,57.7,34.3,3.31,-0.86
2007,12,40.7,49.7,31.8,6.67,2.39
2008,1,33.3,42.8,23.8,3.23,-0.61
2008,2,37.5,46.5,28.5,4.56,0.88
2008,3,45.2,56.1,34.3,6.96,2.34
2008,4,55.4,67.5,43.4,5.36,1.44
2008,5,61.8,73.8,49.8,4.97,0.99
2008,6,74.3,86.0,62.6,3.31,-1.07
2008,7,75.2,86.8,63.5,4.65,0.25
2008,8,73.9,86.0,61.8,1.61,-2.47
2008,9,71.0,83.8,58.2,0.9,-3.42
2008,10,56.7,70.1,43.3,2.29,-1.15
2008,11,43.2,54.4,32.1,2.6,-2.07
2008,12,36.7,47.0,26.4,6.07,1.11
2009,1,30.2,39.4,21.0,4.59,0.65
2009,2,38.9,50.0,27.8,2.47,-1.34
2009,3,48.1,59.2,37.0,3.25,-1.84
2009,4,55.8,67.8,43.9,4.84,0.79
2009,5,64.8,75.3,54.4,6.61,2.2
2009,6,73.9,84.7,63.0,5.69,1.7
2009,7,71.8,81.5,62.0,6.66,3.6
2009,8,73.6,83.9,63.2,3.12,0.08
2009,9,69.0,78.5,59.6,5.49,2.83
2009,10,53.8,64.0,43.7,6.38,6.03
2009,11,49.2,60.9,37.6,1.07,-1.68
2009,12,35.6,44.0,27.3,4.18,0.77
2010,1,29.8,37.6,22.1,3.52,-0.32
2010,2,30.6,38.5,22.8,2.25,-1.28
2010,3,46.5,57.1,35.9,2.69,-2.25
2010,4,59.9,74.0,45.8,3.19,-1.73
2010,5,67.3,78.1,56.5,8.21,3.42
2010,6,77.0,87.8,66.2,4.25,-0.44
2010,7,78.4,89.2,67.6,4.58,-0.3
2010,8,78.3,89.8,66.6,3.44,-0.96
2010,9,70.0,83.9,56.0,1.81,-2.11
2010,10,58.2,73.2,43.2,1.69,-1.88
2010,11,47.1,59.5,34.6,4.9,0.01
2010,12,29.0,36.2,21.8,3.01,-0.92
2011,1,30.2,38.4,22.0,2.16,-1.56
2011,2,39.1,49.6,28.6,4.88,1.12
2011,3,47.9,57.9,37.9,5.51,0.55
2011,4,58.8,70.7,46.9,12.07,8.66
2011,5,64.2,74.6,53.7,6.75,2.42
2011,6,74.2,85.3,63.1,5.36,1.27
2011,7,79.5,89.9,69.1,3.94,-1.02
2011,8,75.8,87.7,64.0,2.31,-1.79
2011,9,66.9,77.0,56.8,5.89,3.11
2011,10,55.6,68.2,43.1,2.94,0.96
2011,11,49.9,60.8,39.1,7.58,4.15
2011,12,41.0,50.5,31.6,4.96,1.26
2012,1,38.7,49.1,28.2,3.8,-0.31
2012,2,41.2,51.4,31.1,2.32,-1.65
2012,3,58.0,70.5,45.6,4.5,-1.71
2012,4,57.3,70.2,44.3,2.33,-2.32
2012,5,69.4,81.3,57.4,4.25,-0.83
2012,6,72.5,86.2,58.8,1.5,-2.87
2012,7,80.5,92.1,68.9,5.54,-0.25
2012,8,74.6,86.6,62.5,3.17,-1.13
2012,9,67.3,78.4,56.2,5.88,2.94
2012,10,55.2,66.2,44.2,3.03,0.94
2012,11,43.2,56.2,30.2,1.34,-1.67
2012,12,43.0,51.7,34.3,5.55,1.33
2013,1,36.7,45.5,27.9,5.6,1.42
2013,2,36.8,47.0,26.6,2.19,-1.51
2013,3,39.4,48.7,30.0,4.95,0.74
2013,4,55.2,67.6,42.8,4.96,1.01
2013,5,64.9,76.1,53.7,4.44,0.03
2013,6,72.9,83.6,62.3,6.23,2.47
2013,7,74.0,83.8,64.3,6.42,2.95
2013,8,73.7,83.5,63.9,4.14,1.31
2013,9,69.1,80.5,57.7,3.66,0.81
2013,10,57.6,68.5,46.7,3.66,1.93
2013,11,42.8,54.2,31.3,3.4,1.1
2013,12,37.4,46.5,28.3,6.13,2.64
2014,1,26.8,38.0,15.6,2.34,-1.4
2014,2,33.2,43.0,23.4,4.47,0.97
2014,3,41.5,54.1,28.9,3.44,-1.0
2014,4,57.4,70.9,44.0,6.43,2.38
2014,5,66.1,78.2,54.0,3.65,-0.93
2014,6,74.1,84.6,63.6,3.98,-0.3
2014,7,72.6,84.0,61.2,3.67,-0.43
2014,8,75.1,85.5,64.6,5.46,2.04
