year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,KS,357488.0,429579.0,438522.0,150972.0,340961.0,405716.0,445063.0,209534.0,2777835.0,1376561.0,1401274.0,2382407.0,157121.0,22722.0,60235.0,1614.0,1093694.0,
2010,KS,366033.0,422284.0,445931.0,156762.0,349508.0,404426.0,453330.0,211055.0,2809329.0,1391010.0,1418319.0,2391786.0,161768.0,24422.0,66119.0,1625.0,1101672.0,0400000US20
2011,KS,367923.0,426295.0,449737.0,159237.0,350662.0,408383.0,455941.0,212807.0,2830985.0,1403192.0,1427793.0,2412703.0,163063.0,23860.0,67532.0,1734.0,1104479.0,0400000US20
2012,KS,369483.0,429085.0,453176.0,163137.0,352271.0,409488.0,459412.0,215131.0,2851183.0,1414881.0,1436302.0,2435253.0,164177.0,23435.0,68683.0,1603.0,1109391.0,0400000US20
2013,KS,370778.0,433171.0,453450.0,167650.0,353984.0,411834.0,458638.0,218602.0,2868107.0,1425049.0,1443058.0,2449273.0,164299.0,23958.0,70408.0,1887.0,1110440.0,0400000US20
2014,KS,370669.0,437037.0,453266.0,172271.0,354302.0,414356.0,458257.0,222788.0,2882946.0,1433243.0,1449703.0,2457815.0,167220.0,23727.0,72568.0,1655.0,1112335.0,0400000US20
2015,KS,369782.0,442272.0,450579.0,177229.0,353735.0,416004.0,456320.0,227066.0,2892987.0,1439862.0,1453125.0,2464566.0,168402.0,24022.0,75653.0,1796.0,1113472.0,0400000US20
2016,KS,368999.0,441357.0,448112.0,183444.0,352348.0,416827.0,455122.0,232083.0,2898292.0,1441912.0,1456380.0,2468923.0,167706.0,23871.0,77605.0,1874.0,1115858.0,0400000US20
2017,KS,367079.0,444935.0,445065.0,188901.0,351195.0,416960.0,452313.0,237372.0,2903820.0,1445980.0,1457840.0,2465518.0,168470.0,23503.0,80738.0,1923.0,1121943.0,0400000US20
2018,KS,366056.0,445666.0,442664.0,195027.0,349489.0,416629.0,450495.0,242750.0,2908776.0,1449413.0,1459363.0,2460619.0,169801.0,24050.0,83531.0,2143.0,1124549.0,0400000US20
2019,KS,363937.0,446614.0,439350.0,200796.0,347133.0,419343.0,444948.0,248531.0,2910652.0,1450697.0,1459955.0,2455935.0,170291.0,24010.0,85794.0,2382.0,1129227.0,0400000US20
2020,KS,361828.0,446003.0,437263.0,206825.0,344144.0,418835.0,443629.0,254092.0,2912619.0,1451919.0,1460700.0,2416165.0,165837.0,22278.0,87093.0,2344.0,1141985.0,0400000US20
