year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,NH,152943.0,184226.0,239062.0,72654.0,145237.0,183137.0,241855.0,96305.0,1315419.0,648885.0,666534.0,1246855.0,14227.0,3210.0,24981.0,291.0,502201.0,
2010,NH,151977.0,177559.0,244402.0,74566.0,143975.0,177702.0,247993.0,95765.0,1313939.0,648504.0,665435.0,1241539.0,14186.0,2835.0,27754.0,287.0,513804.0,0400000US33
2011,NH,149406.0,175496.0,247508.0,77137.0,141494.0,176778.0,250061.0,98031.0,1315911.0,649547.0,666364.0,1241530.0,14520.0,2688.0,27702.0,296.0,514869.0,0400000US33
2012,NH,146425.0,175113.0,248551.0,79959.0,139310.0,176033.0,251539.0,100544.0,1317474.0,650048.0,667426.0,1241440.0,15339.0,2470.0,28684.0,203.0,516845.0,0400000US33
2013,NH,143829.0,175155.0,248763.0,83359.0,137031.0,175658.0,251653.0,103723.0,1319171.0,651106.0,668065.0,1240404.0,16011.0,2588.0,29337.0,214.0,518245.0,0400000US33
2014,NH,140689.0,177031.0,247295.0,86794.0,135037.0,175287.0,251846.0,107090.0,1321069.0,651809.0,669260.0,1239543.0,16293.0,2510.0,30560.0,280.0,519580.0,0400000US33
2015,NH,138508.0,178640.0,245439.0,90897.0,133172.0,175774.0,250704.0,111067.0,1324201.0,653484.0,670717.0,1241313.0,17439.0,2238.0,31364.0,228.0,520251.0,0400000US33
2016,NH,136251.0,181854.0,243153.0,95249.0,130728.0,176387.0,248745.0,115136.0,1327503.0,656507.0,670996.0,1243594.0,17483.0,2085.0,32094.0,229.0,521373.0,0400000US33
2017,NH,134784.0,183448.0,241309.0,99590.0,129073.0,177094.0,246847.0,119703.0,1331848.0,659131.0,672717.0,1244260.0,18632.0,2148.0,33313.0,289.0,526710.0,0400000US33
2018,NH,134077.0,187421.0,239583.0,103902.0,128486.0,179738.0,246333.0,124082.0,1343622.0,664983.0,678639.0,1250014.0,20516.0,2090.0,36124.0,359.0,528078.0,0400000US33
2019,NH,133012.0,188776.0,238228.0,107673.0,126952.0,180819.0,244542.0,128122.0,1348124.0,667689.0,680435.0,1252128.0,21546.0,2036.0,36180.0,443.0,532037.0,0400000US33
2020,NH,132027.0,190940.0,236696.0,112139.0,125704.0,182417.0,242318.0,133003.0,1355244.0,671802.0,683442.0,1246602.0,21045.0,2197.0,36581.0,424.0,539116.0,0400000US33
