,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos,count
2010-01,-1.5621967292133077,-1.5342498332683356,-1.4914792956997747,0.7446402796584485,1.6066370833453991,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,0.6812594871986655,1.2107528277522954,0.0
2010-02,-1.4443997091017664,-1.2387701469936365,-1.567492891811719,0.45919484878554656,1.4867323547344962,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,1.1855080170264962,0.7133708190395334,0.0
2010-03,-0.8320123903902032,-0.8400322591904973,-0.48087497593519524,0.22722955108232823,1.0688775924186478,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,1.3687636129463088,0.015778040288952595,0.0
2010-04,-0.12920295800016454,-0.12185926747198832,0.24382909723246138,0.03920659100462956,1.1443813113420331,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,1.1855080170264976,-0.7053820354007986,0.0
2010-05,0.3775054215051885,0.28716684550804333,0.6887719697911033,-0.6721456694290435,0.2509319539201168,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,0.6812594871986655,-1.2502707088908618,0.0
2010-06,1.2337961925007936,1.126546720502087,1.3018487019117528,0.06934711209105127,0.4654478836181383,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,-0.016654033921809603,-1.453675654900248,0.0
2010-07,1.2862647916226526,1.3909652956722702,1.560806943304571,1.9059989678027631,2.1323643144395827,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,1.3906731305263988,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,-0.7262037136073767,-1.2502707088908604,0.0
2010-08,1.2140776893774696,1.269125211504905,1.3018487019117528,1.368388508375732,0.14275412316550304,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,1.754189915087036,-0.6295035907810519,-0.6211461419341359,-0.6128278561228542,-0.830789759672815,-0.013730628443181105,-0.013630248218231306,-1.2538736295058936,-0.7053820354007986,7.0
2010-09,0.9488900931011136,0.9364586523580734,1.006770105518069,0.7346224139470576,-0.22586196088461832,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,0.7060991592848734,2.1135860265092323,-0.6211461419341359,-0.6128278561228542,1.2684249744963965,1.9194233061915358,-0.013630248218231306,-1.4489158007263132,0.015778040288952595,14.0
2010-10,0.15433007658822068,0.16745175940719406,0.13334172473564296,-0.05401223205961879,-0.10382977100780956,0.8995955273659916,-1.7682348995440487,0.5511383413124337,-1.562952574007758,1.064629322977152,-1.826148185224944,0.30816883369583875,-1.562222742217369,-1.8212409942891143,-1.8193832706736652,-1.8262797022431103,-1.869529044024176,-1.959016175736815,-1.4791400233355874,-1.115834614954081,-1.7291616840475985,-1.7131272807670117,-0.6042452658051627,2.1680790534641563,2.1214662272665485,-0.6128278561228542,1.8838838922939785,1.9194233061915358,1.9194820329344624,-1.2538736295058936,0.7133708190395334,0.0
