year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,NM,256187.0,300561.0,304819.0,109887.0,247834.0,285255.0,321842.0,138475.0,1964860.0,971454.0,993406.0,1381186.0,43332.0,183098.0,26774.0,971.0,736630.0,
2010,NM,260691.0,296003.0,320299.0,115840.0,251782.0,288329.0,337630.0,142548.0,2013122.0,992833.0,1020289.0,1433955.0,39935.0,188217.0,27463.0,1088.0,756112.0,0400000US35
2011,NM,262198.0,301342.0,322657.0,119449.0,253027.0,289793.0,341868.0,146802.0,2037136.0,1005646.0,1031490.0,1467191.0,41082.0,188613.0,27214.0,1157.0,762002.0,0400000US35
2012,NM,262720.0,304614.0,324404.0,123972.0,252750.0,293330.0,342366.0,151131.0,2055287.0,1015710.0,1039577.0,1492641.0,41634.0,189785.0,26855.0,1344.0,763844.0,0400000US35
2013,NM,262239.0,308753.0,324303.0,128995.0,251664.0,295873.0,341755.0,156124.0,2069706.0,1024290.0,1045416.0,1511087.0,42196.0,189953.0,28034.0,1477.0,761938.0,0400000US35
2014,NM,260580.0,310318.0,324896.0,133963.0,250297.0,296848.0,341879.0,161304.0,2080085.0,1029757.0,1050328.0,1521876.0,42515.0,190350.0,28578.0,1271.0,764684.0,0400000US35
2015,NM,258334.0,313321.0,321358.0,139401.0,248356.0,295854.0,340416.0,167077.0,2084117.0,1032414.0,1051703.0,1524911.0,43738.0,190528.0,28761.0,1276.0,763603.0,0400000US35
2016,NM,256335.0,312055.0,318165.0,144885.0,245415.0,295705.0,336708.0,173401.0,2082669.0,1031440.0,1051229.0,1530636.0,41957.0,193295.0,29168.0,1340.0,762551.0,0400000US35
2017,NM,253616.0,313911.0,314703.0,149856.0,244111.0,295019.0,334786.0,178826.0,2084828.0,1032086.0,1052742.0,1547843.0,42187.0,197191.0,29991.0,1390.0,770435.0,0400000US35
2018,NM,251966.0,316233.0,311927.0,155724.0,242198.0,296512.0,332083.0,185791.0,2092434.0,1035850.0,1056584.0,1558886.0,43006.0,199896.0,31513.0,1514.0,775651.0,0400000US35
2019,NM,249529.0,316801.0,308933.0,160927.0,238947.0,296618.0,328939.0,191760.0,2092454.0,1036190.0,1056264.0,1565366.0,44120.0,199845.0,32577.0,1644.0,780249.0,0400000US35
2020,NM,246706.0,317402.0,307473.0,166426.0,236748.0,297462.0,326330.0,198474.0,2097021.0,1038007.0,1059014.0,1467849.0,43476.0,195166.0,33695.0,1853.0,792755.0,0400000US35
