year,month,tavg,tmax,tmin,pcp,zndx
2000,1,26.8,36.2,17.3,3.94,0.09
2000,2,33.0,41.5,24.6,3.13,-0.32
2000,3,42.3,52.2,32.4,5.28,0.53
2000,4,46.1,54.8,37.4,5.95,2.02
2000,5,57.2,67.7,46.6,3.6,-0.11
2000,6,66.2,76.0,56.4,5.02,1.66
2000,7,68.5,77.7,59.2,4.39,1.93
2000,8,68.7,77.4,60.0,3.3,0.13
2000,9,62.2,72.4,51.9,4.02,0.75
2000,10,52.3,62.6,41.9,1.39,-1.91
2000,11,42.2,49.9,34.6,4.08,-0.3
2000,12,28.1,36.6,19.5,4.74,0.79
2001,1,28.0,36.6,19.4,2.79,-1.05
2001,2,30.9,39.7,22.2,2.52,-1.03
2001,3,35.3,42.4,28.1,9.83,5.82
2001,4,47.5,58.5,36.5,2.04,-2.25
2001,5,58.9,70.0,47.8,4.11,0.2
2001,6,68.9,78.7,59.1,6.34,2.7
2001,7,68.2,78.5,57.9,3.25,0.69
2001,8,72.7,82.0,63.3,4.22,0.43
2001,9,63.6,74.0,53.3,3.02,-0.44
2001,10,53.6,64.6,42.7,1.52,-2.26
2001,11,46.9,56.8,37.1,0.89,-3.99
2001,12,38.6,47.0,30.2,2.71,-2.27
2002,1,34.7,42.8,26.6,2.94,-1.29
2002,2,34.9,44.9,24.8,1.91,-2.01
2002,3,39.3,49.0,29.6,4.59,0.13
2002,4,50.0,60.4,39.7,3.62,-0.9
2002,5,55.3,65.7,44.8,5.64,2.18
2002,6,64.6,75.0,54.3,4.14,0.94
2002,7,72.5,83.0,62.0,1.49,-1.66
2002,8,72.6,82.9,62.3,2.24,-2.13
2002,9,65.6,75.3,55.9,5.37,0.8
2002,10,51.1,59.9,42.2,4.03,0.59
2002,11,41.7,49.4,33.9,5.95,1.62
2002,12,31.8,39.7,23.8,5.53,1.52
2003,1,23.5,31.0,16.0,2.33,-1.51
2003,2,25.2,33.5,17.0,4.17,1.05
2003,3,36.8,47.6,26.1,5.27,1.06
2003,4,44.2,53.6,34.7,4.87,1.12
