,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.17339152,0.36216217,0.35189873
2010-02,0.17339152,0.36216217,0.35189873
2010-03,0.17339152,0.36216217,0.35189873
2010-04,0.17339152,0.36216217,0.35189873
2010-05,0.17339152,0.36216217,0.35189873
2010-06,0.17339152,0.36216217,0.425
2010-07,0.17339152,0.36216217,0.525
2010-08,0.17339152,0.36216217,0.525
2010-09,0.17339152,0.36216217,0.5375
2010-10,0.8076634,0.36216217,0.39090908
2010-11,0.17339152,0.36216217,0.35189873
2010-12,0.17339152,0.36216217,0.35189873
2011-01,0.17339152,0.36216217,0.35189873
2011-02,0.17339152,0.36216217,0.35189873
2011-03,0.17339152,0.36216217,0.35189873
2011-04,0.17339152,0.36216217,0.35189873
2011-05,0.17339152,0.36216217,0.35189873
2011-06,0.17339152,0.36216217,0.425
2011-07,0.17339152,0.36216217,0.35189873
2011-08,0.17339152,0.36216217,0.675
2011-09,0.17339152,0.36216217,0.39090908
2011-10,0.17339152,0.36216217,0.38
2011-11,0.17339152,0.36216217,0.35189873
2011-12,0.17339152,0.36216217,0.35189873
2012-01,0.17339152,0.45384616,0.35189873
2012-02,0.17339152,0.45384616,0.35189873
2012-03,0.17339152,0.45384616,0.35189873
2012-04,0.17339152,0.45384616,0.35189873
2012-05,0.17339152,0.45384616,0.35189873
2012-06,0.17339152,0.45384616,0.425
2012-07,0.17339152,0.45384616,0.35189873
2012-08,2.7737374,0.45384616,0.675
2012-09,0.17339152,0.45384616,0.39090908
2012-10,0.17339152,0.45384616,0.39090908
2012-11,0.17339152,0.45384616,0.375
2012-12,0.17339152,0.45384616,0.35189873
2013-01,0.17339152,0.36216217,0.35189873
2013-02,0.17339152,0.36216217,0.35189873
2013-03,0.17339152,0.36216217,0.35189873
2013-04,0.17339152,0.36216217,0.35189873
2013-05,0.17339152,0.36216217,0.35189873
2013-06,0.17339152,0.36216217,0.425
2013-07,0.17339152,0.36216217,0.35189873
2013-08,0.17339152,0.36216217,0.525
2013-09,0.17339152,0.36216217,0.39090908
2013-10,0.17339152,0.36216217,0.39090908
2013-11,0.17339152,0.36216217,0.35189873
2013-12,0.17339152,0.36216217,0.35189873
