year,month,Unnamed: 0,fips,state,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2000,1,2000-01,53,,0,34.0,25.0,35.9,6.09,0.02,,,,,,,,,,,,,,,,,
2000,2,2000-02,53,,0,41.5,28.3,42.0,4.28,-0.64,,,,,,,,,,,,,,,,,
2000,3,2000-03,53,,0,49.6,30.4,47.8,3.94,-0.54,,,,,,,,,,,,,,,,,
2000,4,2000-04,53,,0,53.9,36.2,59.3,2.29,-1.21,,,,,,,,,,,,,,,,,
2000,5,2000-05,53,,0,65.7,40.6,61.6,3.06,1.38,,,,,,,,,,,,,,,,,
2000,6,2000-06,53,,0,72.6,46.4,70.6,2.14,0.44,,,,,,,,,,,,,,,,,
2000,7,2000-07,53,,0,72.3,50.3,76.7,0.68,0.46,,,,,,,,,,,,,,,,,
2000,8,2000-08,53,,0,72.4,49.5,77.2,0.4,-0.99,,,,,,,,,,,,,,,,,
2000,9,2000-09,53,,0,65.7,44.8,67.8,1.97,0.08,,,,,,,,,,,,,,,,,
2000,10,2000-10,53,,0,57.4,37.0,56.6,2.93,-0.98,,,,,,,,,,,,,,,,,
2000,11,2000-11,53,,0,43.6,26.0,39.2,3.02,-2.47,,,,,,,,,,,,,,,,,
2000,12,2000-12,53,,0,30.1,24.3,34.5,3.41,-3.34,,,,,,,,,,,,,,,,,
2001,1,2001-01,53,,0,34.3,26.4,37.1,2.98,-2.72,,,,,,,,,,,,,,,,,
2001,2,2001-02,53,,0,41.2,24.3,39.9,2.08,-2.74,,,,,,,,,,,,,,,,,
2001,3,2001-03,53,,0,42.0,30.6,49.5,3.56,-1.12,,,,,,,,,,,,,,,,,
2001,4,2001-04,53,,0,56.6,33.6,53.4,3.26,0.85,,,,,,,,,,,,,,,,,
2001,5,2001-05,53,,0,63.0,40.2,66.0,1.92,-0.57,,,,,,,,,,,,,,,,,
2001,6,2001-06,53,,0,71.5,44.3,66.9,2.48,1.08,,,,,,,,,,,,,,,,,
2001,7,2001-07,53,,0,71.9,50.6,76.3,0.73,0.31,,,,,,,,,,,,,,,,,
2001,8,2001-08,53,,0,75.0,52.6,79.3,1.43,0.57,,,,,,,,,,,,,,,,,
2001,9,2001-09,53,,0,64.8,46.9,72.6,0.79,-1.93,,,,,,,,,,,,,,,,,
2001,10,2001-10,53,,0,55.2,36.5,54.9,4.6,0.94,,,,,,,,,,,,,,,,,
2001,11,2001-11,53,,0,51.2,33.5,45.9,7.67,1.37,,,,,,,,,,,,,,,,,
2001,12,2001-12,53,,0,43.4,26.6,36.9,7.66,1.03,,,,,,,,,,,,,,,,,
2002,1,2002-01,53,,0,39.2,27.6,38.1,7.33,1.05,,,,,,,,,,,,,,,,,
2002,2,2002-02,53,,0,40.5,26.3,42.3,4.23,-0.6,,,,,,,,,,,,,,,,,
2002,3,2002-03,53,,0,46.3,27.5,43.6,4.46,0.55,,,,,,,,,,,,,,,,,
2002,4,2002-04,53,,0,57.7,34.2,55.2,3.23,0.61,,,,,,,,,,,,,,,,,
2002,5,2002-05,53,,0,62.0,38.9,60.5,2.0,0.05,,,,,,,,,,,,,,,,,
2002,6,2002-06,53,,0,72.9,47.1,71.9,1.81,-0.23,,,,,,,,,,,,,,,,,
2002,7,2002-07,53,,0,76.6,52.3,79.9,0.55,-0.66,,,,,,,,,,,,,,,,,
2002,8,2002-08,53,,0,75.8,49.7,77.5,0.31,-1.69,,,,,,,,,,,,,,,,,
2002,9,2002-09,53,,0,69.4,44.3,70.6,0.79,-1.85,,,,,,,,,,,,,,,,,
2002,10,2002-10,53,,0,57.5,33.8,57.2,0.64,-3.56,,,,,,,,,,,,,,,,,
2002,11,2002-11,53,,0,44.8,31.6,46.8,3.8,-2.41,,,,,,,,,,,,,,,,,
2002,12,2002-12,53,,0,36.0,30.3,39.0,7.36,0.51,,,,,,,,,,,,,,,,,
2003,1,2003-01,53,,0,31.1,31.1,41.1,8.26,1.64,,,,,,,,,,,,,,,,,
2003,2,2003-02,53,,0,34.8,27.2,43.6,2.49,-2.59,,,,,,,,,,,,,,,,,
2003,3,2003-03,53,,0,48.0,32.9,49.0,7.09,2.99,,,,,,,,,,,,,,,,,
2003,4,2003-04,53,,0,54.7,35.3,54.0,3.84,1.48,,,,,,,,,,,,,,,,,
2003,5,2003-05,53,,0,61.7,40.2,62.4,1.48,-0.94,,,,,,,,,,,,,,,,,
2003,6,2003-06,53,,0,68.9,47.8,73.9,0.52,-2.45,,,,,,,,,,,,,,,,,
2003,7,2003-07,53,,0,74.5,52.2,82.7,0.14,-3.29,,,,,,,,,,,,,,,,,
2003,8,2003-08,53,,0,75.5,51.6,80.2,0.29,-2.61,,,,,,,,,,,,,,,,,
2003,9,2003-09,53,,0,66.7,47.1,73.0,1.23,-1.61,,,,,,,,,,,,,,,,,
2003,10,2003-10,53,,0,55.2,40.7,60.6,6.32,2.05,,,,,,,,,,,,,,,,,
2003,11,2003-11,53,,0,51.5,25.9,40.8,6.3,0.66,,,,,,,,,,,,,,,,,
2003,12,2003-12,53,,0,36.8,26.6,36.5,5.51,-1.17,,,,,,,,,,,,,,,,,
2004,1,2004-01,53,,0,32.1,25.1,34.5,6.2,0.12,,,,,,,,,,,,,,,,,
2004,2,2004-02,53,,0,36.3,28.2,42.0,3.2,-1.8,,,,,,,,,,,,,,,,,
2004,3,2004-03,53,,0,47.8,32.7,53.0,3.23,-1.91,,,,,,,,,,,,,,,,,
2004,4,2004-04,53,,0,55.4,35.9,61.2,1.35,-2.65,,,,,,,,,,,,,,,,,
2004,5,2004-05,53,,0,68.9,41.8,63.0,3.06,0.96,,,,,,,,,,,,,,,,,
2004,6,2004-06,53,,0,70.8,47.9,72.8,1.63,-0.59,,,,,,,,,,,,,,,,,
2004,7,2004-07,53,,0,74.6,53.6,80.9,0.4,-1.28,,,,,,,,,,,,,,,,,
2004,8,2004-08,53,,0,71.8,54.8,79.2,3.21,2.75,,,,,,,,,,,,,,,,,
2004,9,2004-09,53,,0,67.9,45.5,66.7,2.81,1.32,,,,,,,,,,,,,,,,,
2004,10,2004-10,53,,0,57.3,39.1,58.0,3.81,-0.12,,,,,,,,,,,,,,,,,
2004,11,2004-11,53,,0,49.5,30.9,45.3,3.79,-2.11,,,,,,,,,,,,,,,,,
2004,12,2004-12,53,,0,38.2,29.2,39.9,4.96,-1.94,,,,,,,,,,,,,,,,,
2005,1,2005-01,53,,0,37.7,25.8,37.2,4.58,-1.31,,,,,,,,,,,,,,,,,
2005,2,2005-02,53,,0,39.3,25.2,46.5,1.11,-4.13,,,,,,,,,,,,,,,,,
2005,3,2005-03,53,,0,41.8,32.6,52.8,4.39,-0.49,,,,,,,,,,,,,,,,,
2005,4,2005-04,53,,0,55.0,35.8,56.8,3.37,0.55,,,,,,,,,,,,,,,,,
2005,5,2005-05,53,,0,59.8,44.2,65.3,3.64,1.68,,,,,,,,,,,,,,,,,
2005,6,2005-06,53,,0,71.8,46.2,67.8,2.03,0.44,,,,,,,,,,,,,,,,,
2005,7,2005-07,53,,0,77.1,51.4,78.8,1.09,1.22,,,,,,,,,,,,,,,,,
2005,8,2005-08,53,,0,76.3,51.2,80.3,0.49,-0.81,,,,,,,,,,,,,,,,,
2005,9,2005-09,53,,0,70.4,43.3,68.1,1.59,-0.41,,,,,,,,,,,,,,,,,
2005,10,2005-10,53,,0,58.2,39.9,56.9,4.15,0.18,,,,,,,,,,,,,,,,,
2005,11,2005-11,53,,0,48.7,29.9,41.5,5.48,-0.37,,,,,,,,,,,,,,,,,
2005,12,2005-12,53,,0,35.1,24.0,34.9,6.72,0.07,,,,,,,,,,,,,,,,,
2006,1,2006-01,53,,0,42.4,31.1,40.8,11.78,4.76,,,,,,,,,,,,,,,,,
2006,2,2006-02,53,,0,37.4,24.4,41.2,3.57,-1.18,,,,,,,,,,,,,,,,,
2006,3,2006-03,53,,0,46.1,30.1,47.4,3.48,-1.06,,,,,,,,,,,,,,,,,
2006,4,2006-04,53,,0,58.0,35.2,56.3,2.93,0.03,,,,,,,,,,,,,,,,,
2006,5,2006-05,53,,0,61.1,40.8,65.2,2.37,0.1,,,,,,,,,,,,,,,,,
2006,6,2006-06,53,,0,70.7,48.1,71.6,2.23,0.34,,,,,,,,,,,,,,,,,
2006,7,2006-07,53,,0,75.9,53.4,81.5,0.38,-0.78,,,,,,,,,,,,,,,,,
2006,8,2006-08,53,,0,76.5,49.8,78.6,0.18,-2.08,,,,,,,,,,,,,,,,,
2006,9,2006-09,53,,0,64.8,45.5,72.1,1.17,-1.48,,,,,,,,,,,,,,,,,
2006,10,2006-10,53,,0,54.2,36.4,57.6,1.81,-2.46,,,,,,,,,,,,,,,,,
2006,11,2006-11,53,,0,48.7,30.0,42.3,13.51,6.71,,,,,,,,,,,,,,,,,
2006,12,2006-12,53,,0,43.1,25.0,36.0,6.85,0.2,,,,,,,,,,,,,,,,,
2007,1,2007-01,53,,0,39.9,22.0,35.2,5.11,-0.84,,,,,,,,,,,,,,,,,
2007,2,2007-02,53,,0,31.9,29.5,41.7,4.61,-0.3,,,,,,,,,,,,,,,,,
2007,3,2007-03,53,,0,49.2,32.6,50.3,5.26,0.72,,,,,,,,,,,,,,,,,
2007,4,2007-04,53,,0,53.4,34.5,55.2,2.13,-0.95,,,,,,,,,,,,,,,,,
2007,5,2007-05,53,,0,64.4,40.2,65.6,1.42,-1.27,,,,,,,,,,,,,,,,,
2007,6,2007-06,53,,0,71.9,46.0,69.0,1.68,-0.47,,,,,,,,,,,,,,,,,
2007,7,2007-07,53,,0,73.8,54.6,81.5,1.06,-0.53,,,,,,,,,,,,,,,,,
2007,8,2007-08,53,,0,77.5,50.2,76.4,0.7,-1.08,,,,,,,,,,,,,,,,,
2007,9,2007-09,53,,0,69.4,44.5,68.9,1.43,-0.82,,,,,,,,,,,,,,,,,
2007,10,2007-10,53,,0,62.5,36.4,54.8,4.06,0.26,,,,,,,,,,,,,,,,,
2007,11,2007-11,53,,0,46.2,29.2,43.6,3.97,-1.81,,,,,,,,,,,,,,,,,
2007,12,2007-12,53,,0,41.5,25.2,35.7,8.81,2.22,,,,,,,,,,,,,,,,,
2008,1,2008-01,53,,0,36.0,21.0,33.7,5.79,-0.24,,,,,,,,,,,,,,,,,
2008,2,2008-02,53,,0,40.3,27.9,42.8,3.65,-1.34,,,,,,,,,,,,,,,,,
2008,3,2008-03,53,,0,46.8,28.4,45.7,4.03,-0.15,,,,,,,,,,,,,,,,,
2008,4,2008-04,53,,0,55.9,30.3,51.3,2.29,-0.06,,,,,,,,,,,,,,,,,
2008,5,2008-05,53,,0,61.3,41.9,64.2,1.58,-1.06,,,,,,,,,,,,,,,,,
2008,6,2008-06,53,,0,74.0,44.4,68.0,1.88,0.02,,,,,,,,,,,,,,,,,
2008,7,2008-07,53,,0,74.6,50.8,78.1,0.48,-0.91,,,,,,,,,,,,,,,,,
2008,8,2008-08,53,,2,72.3,51.3,76.6,2.13,1.41,,,,,,,,,,,,,,,,,
2008,9,2008-09,53,,0,68.2,44.7,71.0,0.65,-1.96,,,,,,,,,,,,,,,,,
2008,10,2008-10,53,,0,54.8,36.4,56.8,2.36,-1.66,,,,,,,,,,,,,,,,,
2008,11,2008-11,53,,0,44.1,33.8,46.5,6.84,0.38,,,,,,,,,,,,,,,,,
2008,12,2008-12,53,,0,40.2,20.2,32.2,5.71,-0.97,,,,,,,,,,,,,,,,,
2009,1,2009-01,53,WA,0,32.6,24.0,36.2,6.23,0.14,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,2,2009-02,53,WA,0,38.9,25.7,40.5,1.98,-2.94,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,3,2009-03,53,WA,0,45.1,27.2,43.5,4.89,1.11,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,4,2009-04,53,WA,0,55.4,33.1,55.2,2.66,-0.08,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,5,2009-05,53,WA,0,64.1,39.8,64.8,3.12,1.29,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,6,2009-06,53,WA,0,71.6,47.8,72.0,0.96,-1.45,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,7,2009-07,53,WA,4,71.9,53.3,81.6,0.66,-0.89,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,8,2009-08,53,WA,13,75.2,52.5,78.2,0.86,-1.02,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,9,2009-09,53,WA,9,66.6,46.6,73.1,1.65,-0.87,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,10,2009-10,53,WA,0,55.3,35.5,53.0,5.57,2.05,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,11,2009-11,53,WA,0,49.5,31.4,44.6,7.93,1.81,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2009,12,2009-12,53,WA,0,35.7,20.4,32.8,3.39,-3.35,792161.0,1013899.0,1083842.0,333947.0,755312.0,962312.0,1098144.0,426138.0,6465755.0,3223849.0,3241906.0,5201398.0,220417.0,91437.0,424531.0,28884.0,2512327.0
2010,1,2010-01,53,WA,0,32.7,31.5,41.1,6.24,-0.16,800330.0,1015595.0,1105524.0,346039.0,760451.0,975696.0,1123124.0,434538.0,6561297.0,3267488.0,3293809.0,5199167.0,229885.0,95212.0,457771.0,35706.0,2577375.0
2010,2,2010-02,53,WA,0,31.9,31.4,45.6,3.38,-1.92,800330.0,1015595.0,1105524.0,346039.0,760451.0,975696.0,1123124.0,434538.0,6561297.0,3267488.0,3293809.0,5199167.0,229885.0,95212.0,457771.0,35706.0,2577375.0
2010,3,2010-03,53,WA,0,47.4,31.1,50.8,3.72,-1.05,800330.0,1015595.0,1105524.0,346039.0,760451.0,975696.0,1123124.0,434538.0,6561297.0,3267488.0,3293809.0,5199167.0,229885.0,95212.0,457771.0,35706.0,2577375.0
2010,4,2010-04,53,WA,0,58.6,34.9,54.2,4.04,1.76,800330.0,1015595.0,1105524.0,346039.0,760451.0,975696.0,1123124.0,434538.0,6561297.0,3267488.0,3293809.0,5199167.0,229885.0,95212.0,457771.0,35706.0,2577375.0
2010,5,2010-05,53,WA,0,66.2,38.4,59.0,4.28,3.5,800330.0,1015595.0,1105524.0,346039.0,760451.0,975696.0,1123124.0,434538.0,6561297.0,3267488.0,3293809.0,5199167.0,229885.0,95212.0,457771.0,35706.0,2577375.0
